date,week,rank,player_name,association,points
2022-04-05,14,34,QIAN Tianyi,CHN,1831
2022-04-05,14,35,Margaryta PESOTSKA,UKR,1831
2022-04-05,14,36,Britt EERLAND,NED,1807
2022-04-05,14,37,Xia Lian NI,LUX,1733
2022-04-05,14,38,Lily ZHANG,USA,1733
2022-04-05,14,39,Fu YU,POR,1710
2022-04-05,14,40,Dina MESHREF,EGY,1687
2022-04-05,14,41,Polina MIKHAILOVA,RUS,1681
2022-04-05,14,42,Mo ZHANG,CAN,1625
2022-04-05,14,43,Barbora BALAZOVA,SVK,1599
2022-04-05,14,44,Saki SHIBATA,JPN,1550
2022-04-05,14,45,LEE Ho Ching,HKG,1532
2022-04-05,14,46,LIU Weishan,CHN,1479
2022-04-05,14,47,SOO Wai Yam Minnie,HKG,1460
2022-04-05,14,48,Manika BATRA,IND,1455
2022-04-05,14,49,Jia Nan YUAN,FRA,1418
2022-04-05,14,50,Georgina POTA,HUN,1396
2022-04-12,15,1,CHEN Meng,CHN,9175
2022-04-12,15,2,SUN Yingsha,CHN,8280
2022-04-12,15,3,WANG Manyu,CHN,6411
2022-04-12,15,4,Mima ITO,JPN,5391
2022-04-12,15,5,WANG Yidi,CHN,5127
2022-04-12,15,6,Hina HAYATA,JPN,3914
2022-04-12,15,7,Kasumi ISHIKAWA,JPN,3460
2022-04-12,15,8,DOO Hoi Kem,HKG,3271
2022-04-12,15,9,FENG Tianwei,SGP,3115
2022-04-12,15,10,Adriana DIAZ,PUR,3085
2022-04-12,15,11,JEON Jihee,KOR,3053
2022-04-12,15,12,Ying HAN,GER,3008
2022-04-12,15,13,CHENG I-Ching,TPE,2950
2022-04-12,15,14,Sofia POLCANOVA,AUT,2832
2022-04-12,15,15,CHEN Xingtong,CHN,2734
2022-04-12,15,16,Miu HIRANO,JPN,2594
2022-04-12,15,17,LIU Shiwen,CHN,2590
2022-04-12,15,18,ZHU Yuling,CHN,2445
2022-04-12,15,19,Petrissa SOLJA,GER,2411
2022-04-12,15,20,Xiaoxin YANG,MON,2384
2022-04-12,15,21,SUH Hyowon,KOR,2258
2022-04-12,15,22,Miyuu KIHARA,JPN,2101
2022-04-12,15,23,Bernadette SZOCS,ROU,2097
2022-04-12,15,24,CHEN Szu-Yu,TPE,2087
2022-04-12,15,25,Hitomi SATO,JPN,2064
2022-04-12,15,26,Nina MITTELHAM,GER,2033
2022-04-12,15,27,Suthasini SAWETTABUT,THA,1947
2022-04-12,15,28,Xiaona SHAN,GER,1929
2022-04-12,15,29,Elizabeta SAMARA,ROU,1918
2022-04-12,15,30,Bruna TAKAHASHI,BRA,1916
2022-04-12,15,31,HE Zhuojia,CHN,1896
2022-04-12,15,32,Hana MATELOVA,CZE,1885
2022-04-12,15,33,Miyu KATO,JPN,1845
2022-04-12,15,34,QIAN Tianyi,CHN,1831
2022-04-12,15,35,Margaryta PESOTSKA,UKR,1831
2022-04-12,15,36,Britt EERLAND,NED,1807
2022-04-12,15,37,Xia Lian NI,LUX,1733
2022-04-12,15,38,Lily ZHANG,USA,1733
2022-04-12,15,39,Fu YU,POR,1710
2022-04-12,15,40,Dina MESHREF,EGY,1687
2022-04-12,15,41,Polina MIKHAILOVA,RUS,1681
2022-04-12,15,42,Mo ZHANG,CAN,1625
2022-04-12,15,43,Barbora BALAZOVA,SVK,1599
2022-04-12,15,44,Saki SHIBATA,JPN,1550
2022-04-12,15,45,LEE Ho Ching,HKG,1532
2022-04-12,15,46,LIU Weishan,CHN,1479
2022-04-12,15,47,SOO Wai Yam Minnie,HKG,1460
2022-04-12,15,48,Manika BATRA,IND,1455
2022-04-12,15,49,Jia Nan YUAN,FRA,1418
2022-04-12,15,50,Georgina POTA,HUN,1396
2022-04-19,16,1,CHEN Meng,CHN,9175
2022-04-19,16,2,SUN Yingsha,CHN,8280
2022-04-19,16,3,WANG Manyu,CHN,6411
2022-04-19,16,4,Mima ITO,JPN,5391
2022-04-19,16,5,WANG Yidi,CHN,5127
2022-04-19,16,6,Hina HAYATA,JPN,3914
2022-04-19,16,7,Kasumi ISHIKAWA,JPN,3460
2022-04-19,16,8,DOO Hoi Kem,HKG,3271
2022-04-19,16,9,FENG Tianwei,SGP,3115
2022-04-19,16,10,Adriana DIAZ,PUR,3085
2022-04-19,16,11,JEON Jihee,KOR,3053
2022-04-19,16,12,Ying HAN,GER,3008
2022-04-19,16,13,CHENG I-Ching,TPE,2950
2022-04-19,16,14,Sofia POLCANOVA,AUT,2832
2022-04-19,16,15,CHEN Xingtong,CHN,2734
2022-04-19,16,16,Miu HIRANO,JPN,2594
2022-04-19,16,17,LIU Shiwen,CHN,2590
2022-04-19,16,18,ZHU Yuling,CHN,2445
2022-04-19,16,19,Petrissa SOLJA,GER,2411
2022-04-19,16,20,Xiaoxin YANG,MON,2384
2022-04-19,16,21,SUH Hyowon,KOR,2258
2022-04-19,16,22,Miyuu KIHARA,JPN,2101
2022-04-19,16,23,Bernadette SZOCS,ROU,2097
2022-04-19,16,24,CHEN Szu-Yu,TPE,2087
2022-04-19,16,25,Hitomi SATO,JPN,2064
2022-04-19,16,26,Nina MITTELHAM,GER,2033
2022-04-19,16,27,Suthasini SAWETTABUT,THA,1947
2022-04-19,16,28,Xiaona SHAN,GER,1929
2022-04-19,16,29,Elizabeta SAMARA,ROU,1918
2022-04-19,16,30,Bruna TAKAHASHI,BRA,1916
2022-04-19,16,31,HE Zhuojia,CHN,1896
2022-04-19,16,32,Hana MATELOVA,CZE,1885
2022-04-19,16,33,Miyu KATO,JPN,1845
2022-04-19,16,34,QIAN Tianyi,CHN,1831
2022-04-19,16,35,Margaryta PESOTSKA,UKR,1831
2022-04-19,16,36,Britt EERLAND,NED,1807
2022-04-19,16,37,Xia Lian NI,LUX,1733
2022-04-19,16,38,Lily ZHANG,USA,1733
2022-04-19,16,39,Fu YU,POR,1710
2022-04-19,16,40,Dina MESHREF,EGY,1687
2022-04-19,16,41,Polina MIKHAILOVA,RUS,1681
2022-04-19,16,42,Mo ZHANG,CAN,1625
2022-04-19,16,43,Barbora BALAZOVA,SVK,1599
2022-04-19,16,44,Saki SHIBATA,JPN,1550
2022-04-19,16,45,LEE Ho Ching,HKG,1532
2022-04-19,16,46,LIU Weishan,CHN,1479
2022-04-19,16,47,SOO Wai Yam Minnie,HKG,1460
2022-04-19,16,48,Manika BATRA,IND,1455
2022-04-19,16,49,Jia Nan YUAN,FRA,1418
2022-04-19,16,50,Georgina POTA,HUN,1396
2022-04-26,17,1,CHEN Meng,CHN,9175
2022-04-26,17,2,SUN Yingsha,CHN,8280
2022-04-26,17,3,WANG Manyu,CHN,6411
2022-04-26,17,4,Mima ITO,JPN,5391
2022-04-26,17,5,WANG Yidi,CHN,5127
2022-04-26,17,6,Hina HAYATA,JPN,3914
2022-04-26,17,7,Kasumi ISHIKAWA,JPN,3460
2022-04-26,17,8,DOO Hoi Kem,HKG,3271
2022-04-26,17,9,FENG Tianwei,SGP,3115
2022-04-26,17,10,Adriana DIAZ,PUR,3085
2022-04-26,17,11,JEON Jihee,KOR,3053
2022-04-26,17,12,Ying HAN,GER,3008
2022-04-26,17,13,CHENG I-Ching,TPE,2950
2022-04-26,17,14,Sofia POLCANOVA,AUT,2832
2022-04-26,17,15,CHEN Xingtong,CHN,2734
2022-04-26,17,16,Miu HIRANO,JPN,2594
2022-04-26,17,17,LIU Shiwen,CHN,2590
2022-04-26,17,18,ZHU Yuling,CHN,2445
2022-04-26,17,19,Petrissa SOLJA,GER,2411
2022-04-26,17,20,Xiaoxin YANG,MON,2384
2022-04-26,17,21,SUH Hyowon,KOR,2258
2022-04-26,17,22,Miyuu KIHARA,JPN,2101
2022-04-26,17,23,Bernadette SZOCS,ROU,2097
2022-04-26,17,24,CHEN Szu-Yu,TPE,2087
2022-04-26,17,25,Hitomi SATO,JPN,2064
2022-04-26,17,26,Nina MITTELHAM,GER,2033
2022-04-26,17,27,Suthasini SAWETTABUT,THA,1947
2022-04-26,17,28,Xiaona SHAN,GER,1929
2022-04-26,17,29,Elizabeta SAMARA,ROU,1918
2022-04-26,17,30,Bruna TAKAHASHI,BRA,1916
2022-04-26,17,31,HE Zhuojia,CHN,1896
2022-04-26,17,32,Hana MATELOVA,CZE,1885
2022-04-26,17,33,Miyu KATO,JPN,1845
2022-04-26,17,34,QIAN Tianyi,CHN,1831
2022-04-26,17,35,Margaryta PESOTSKA,UKR,1831
2022-04-26,17,36,Britt EERLAND,NED,1807
2022-04-26,17,37,Xia Lian NI,LUX,1733
2022-04-26,17,38,Lily ZHANG,USA,1733
2022-04-26,17,39,Fu YU,POR,1710
2022-04-26,17,40,Dina MESHREF,EGY,1687
2022-04-26,17,41,Polina MIKHAILOVA,RUS,1681
2022-04-26,17,42,Mo ZHANG,CAN,1625
2022-04-26,17,43,Barbora BALAZOVA,SVK,1599
2022-04-26,17,44,Saki SHIBATA,JPN,1550
2022-04-26,17,45,LEE Ho Ching,HKG,1532
2022-04-26,17,46,LIU Weishan,CHN,1479
2022-04-26,17,47,SOO Wai Yam Minnie,HKG,1460
2022-04-26,17,48,Manika BATRA,IND,1455
2022-04-26,17,49,Jia Nan YUAN,FRA,1418
2022-04-26,17,50,Georgina POTA,HUN,1396
2022-05-03,18,1,CHEN Meng,CHN,5225
2022-05-03,18,2,SUN Yingsha,CHN,5000
2022-05-03,18,3,WANG Manyu,CHN,3500
2022-05-03,18,4,WANG Yidi,CHN,2920
2022-05-03,18,5,Hina HAYATA,JPN,2535
2022-05-03,18,6,Mima ITO,JPN,2225
2022-05-03,18,7,DOO Hoi Kem,HKG,1399
2022-05-03,18,8,Ying HAN,GER,1375
2022-05-03,18,9,Adriana DIAZ,PUR,1320
2022-05-03,18,10,Kasumi ISHIKAWA,JPN,1240
2022-05-03,18,11,JEON Jihee,KOR,1225
2022-05-03,18,12,Xiaoxin YANG,MON,1205
2022-05-03,18,13,Sofia POLCANOVA,AUT,1040
2022-05-03,18,14,FENG Tianwei,SGP,999
2022-05-03,18,15,Miyuu KIHARA,JPN,995
2022-05-03,18,16,Nina MITTELHAM,GER,824
2022-05-03,18,17,LIU Weishan,CHN,813
2022-05-03,18,18,Hana MATELOVA,CZE,795
2022-05-03,18,19,Bruna TAKAHASHI,BRA,780
2022-05-03,18,20,FAN Siqi,CHN,765
2022-05-03,18,21,Suthasini SAWETTABUT,THA,755
2022-05-03,18,22,Jia Nan YUAN,FRA,754
2022-05-03,18,23,Petrissa SOLJA,GER,750
2022-05-03,18,24,Xiaona SHAN,GER,750
2022-05-03,18,25,SHIN Yubin,KOR,684
2022-05-03,18,26,Fu YU,POR,679
2022-05-03,18,27,CHEN Xingtong,CHN,660
2022-05-03,18,28,Elizabeta SAMARA,ROU,659
2022-05-03,18,29,Bernadette SZOCS,ROU,645
2022-05-03,18,30,CHEN Szu-Yu,TPE,633
2022-05-03,18,31,SUH Hyowon,KOR,625
2022-05-03,18,32,Elizabet ABRAAMIAN,RUS,621
2022-05-03,18,33,KUAI Man,CHN,610
2022-05-03,18,34,CHENG I-Ching,TPE,608
2022-05-03,18,35,Margaryta PESOTSKA,UKR,565
2022-05-03,18,36,Xia Lian NI,LUX,549
2022-05-03,18,37,Barbora BALAZOVA,SVK,545
2022-05-03,18,38,Manika BATRA,IND,540
2022-05-03,18,39,Polina MIKHAILOVA,RUS,523
2022-05-03,18,40,Mariam ALHODABY,EGY,520
2022-05-03,18,41,Linda BERGSTROM,SWE,500
2022-05-03,18,42,Hana GODA,EGY,468
2022-05-03,18,43,Sabine WINTER,GER,467
2022-05-03,18,44,Miu HIRANO,JPN,455
2022-05-03,18,45,ZHANG Rui,CHN,454
2022-05-03,18,46,Dina MESHREF,EGY,445
2022-05-03,18,47,Mo ZHANG,CAN,399
2022-05-03,18,48,Britt EERLAND,NED,390
2022-05-03,18,49,Lily ZHANG,USA,383
2022-05-03,18,50,LEE Ho Ching,HKG,365
2022-05-10,19,1,CHEN Meng,CHN,5225
2022-05-10,19,2,SUN Yingsha,CHN,5000
2022-05-10,19,3,WANG Manyu,CHN,3500
2022-05-10,19,4,WANG Yidi,CHN,2920
2022-05-10,19,5,Hina HAYATA,JPN,2535
2022-05-10,19,6,Mima ITO,JPN,2225
2022-05-10,19,7,DOO Hoi Kem,HKG,1399
2022-05-10,19,8,Ying HAN,GER,1375
2022-05-10,19,9,Adriana DIAZ,PUR,1320
2022-05-10,19,10,Kasumi ISHIKAWA,JPN,1240
2022-05-10,19,11,JEON Jihee,KOR,1225
2022-05-10,19,12,Xiaoxin YANG,MON,1205
2022-05-10,19,13,Sofia POLCANOVA,AUT,1040
2022-05-10,19,14,FENG Tianwei,SGP,999
2022-05-10,19,15,Miyuu KIHARA,JPN,995
2022-05-10,19,16,Nina MITTELHAM,GER,824
2022-05-10,19,17,LIU Weishan,CHN,813
2022-05-10,19,18,Hana MATELOVA,CZE,795
2022-05-10,19,19,Bruna TAKAHASHI,BRA,780
2022-05-10,19,20,FAN Siqi,CHN,765
2022-05-10,19,21,Suthasini SAWETTABUT,THA,755
2022-05-10,19,22,Jia Nan YUAN,FRA,754
2022-05-10,19,23,Petrissa SOLJA,GER,750
2022-05-10,19,24,Xiaona SHAN,GER,750
2022-05-10,19,25,SHIN Yubin,KOR,739
2022-05-10,19,26,Fu YU,POR,679
2022-05-10,19,27,CHEN Xingtong,CHN,660
2022-05-10,19,28,CHEN Szu-Yu,TPE,659
2022-05-10,19,29,Elizabeta SAMARA,ROU,659
2022-05-10,19,30,Bernadette SZOCS,ROU,645
2022-05-10,19,31,CHENG I-Ching,TPE,634
2022-05-10,19,32,SUH Hyowon,KOR,625
2022-05-10,19,33,Elizabet ABRAAMIAN,RUS,621
2022-05-10,19,34,KUAI Man,CHN,610
2022-05-10,19,35,Margaryta PESOTSKA,UKR,565
2022-05-10,19,36,Xia Lian NI,LUX,549
2022-05-10,19,37,Barbora BALAZOVA,SVK,545
2022-05-10,19,38,Manika BATRA,IND,540
2022-05-10,19,39,Polina MIKHAILOVA,RUS,523
2022-05-10,19,40,Mariam ALHODABY,EGY,520
2022-05-10,19,41,Linda BERGSTROM,SWE,500
2022-05-10,19,42,Hana GODA,EGY,468
2022-05-10,19,43,Sabine WINTER,GER,467
2022-05-10,19,44,Miu HIRANO,JPN,455
2022-05-10,19,45,ZHANG Rui,CHN,454
2022-05-10,19,46,Dina MESHREF,EGY,445
2022-05-10,19,47,Mo ZHANG,CAN,399
2022-05-10,19,48,Lily ZHANG,USA,394
2022-05-10,19,49,Britt EERLAND,NED,390
2022-05-10,19,50,LEE Ho Ching,HKG,365
2022-05-17,20,1,CHEN Meng,CHN,5225
2022-05-17,20,2,SUN Yingsha,CHN,5000
2022-05-17,20,3,WANG Manyu,CHN,3500
2022-05-17,20,4,WANG Yidi,CHN,2920
2022-05-17,20,5,Hina HAYATA,JPN,2535
2022-05-17,20,6,Mima ITO,JPN,2225
2022-05-17,20,7,DOO Hoi Kem,HKG,1399
2022-05-17,20,8,Ying HAN,GER,1375
2022-05-17,20,9,Adriana DIAZ,PUR,1320
2022-05-17,20,10,Kasumi ISHIKAWA,JPN,1240
2022-05-17,20,11,JEON Jihee,KOR,1225
2022-05-17,20,12,Xiaoxin YANG,MON,1205
2022-05-17,20,13,Sofia POLCANOVA,AUT,1040
2022-05-17,20,14,FENG Tianwei,SGP,999
2022-05-17,20,15,Miyuu KIHARA,JPN,995
2022-05-17,20,16,Nina MITTELHAM,GER,824
2022-05-17,20,17,LIU Weishan,CHN,813
2022-05-17,20,18,Hana MATELOVA,CZE,795
2022-05-17,20,19,Bruna TAKAHASHI,BRA,780
2022-05-17,20,20,FAN Siqi,CHN,765
2022-05-17,20,21,Suthasini SAWETTABUT,THA,755
2022-05-17,20,22,SHIN Yubin,KOR,754
2022-05-17,20,23,Jia Nan YUAN,FRA,754
2022-05-17,20,24,Petrissa SOLJA,GER,750
2022-05-17,20,25,Xiaona SHAN,GER,750
2022-05-17,20,26,CHEN Szu-Yu,TPE,685
2022-05-17,20,27,Fu YU,POR,679
2022-05-17,20,28,CHEN Xingtong,CHN,660
2022-05-17,20,29,CHENG I-Ching,TPE,660
2022-05-17,20,30,Elizabeta SAMARA,ROU,659
2022-05-17,20,31,Bernadette SZOCS,ROU,645
2022-05-17,20,32,SUH Hyowon,KOR,625
2022-05-17,20,33,Elizabet ABRAAMIAN,RUS,621
2022-05-17,20,34,KUAI Man,CHN,610
2022-05-17,20,35,Margaryta PESOTSKA,UKR,565
2022-05-17,20,36,Xia Lian NI,LUX,549
2022-05-17,20,37,Barbora BALAZOVA,SVK,545
2022-05-17,20,38,Manika BATRA,IND,540
2022-05-17,20,39,Polina MIKHAILOVA,RUS,523
2022-05-17,20,40,Mariam ALHODABY,EGY,520
2022-05-17,20,41,Linda BERGSTROM,SWE,500
2022-05-17,20,42,Lily ZHANG,USA,495
2022-05-17,20,43,Hana GODA,EGY,468
2022-05-17,20,44,Sabine WINTER,GER,467
2022-05-17,20,45,Miu HIRANO,JPN,455
2022-05-17,20,46,ZHANG Rui,CHN,454
2022-05-17,20,47,Dina MESHREF,EGY,445
2022-05-17,20,48,Britt EERLAND,NED,400
2022-05-17,20,49,Mo ZHANG,CAN,399
2022-05-17,20,50,LEE Ho Ching,HKG,365
2022-05-24,21,1,CHEN Meng,CHN,5225
2022-05-24,21,2,SUN Yingsha,CHN,5000
2022-05-24,21,3,WANG Manyu,CHN,3500
2022-05-24,21,4,WANG Yidi,CHN,2920
2022-05-24,21,5,Hina HAYATA,JPN,2535
2022-05-24,21,6,Mima ITO,JPN,2225
2022-05-24,21,7,DOO Hoi Kem,HKG,1399
2022-05-24,21,8,Ying HAN,GER,1375
2022-05-24,21,9,Adriana DIAZ,PUR,1320
2022-05-24,21,10,Kasumi ISHIKAWA,JPN,1240
2022-05-24,21,11,JEON Jihee,KOR,1225
2022-05-24,21,12,Xiaoxin YANG,MON,1205
2022-05-24,21,13,Sofia POLCANOVA,AUT,1040
2022-05-24,21,14,FENG Tianwei,SGP,999
2022-05-24,21,15,Miyuu KIHARA,JPN,995
2022-05-24,21,16,Nina MITTELHAM,GER,824
2022-05-24,21,17,LIU Weishan,CHN,813
2022-05-24,21,18,Hana MATELOVA,CZE,795
2022-05-24,21,19,Bruna TAKAHASHI,BRA,780
2022-05-24,21,20,FAN Siqi,CHN,765
2022-05-24,21,21,Suthasini SAWETTABUT,THA,755
2022-05-24,21,22,SHIN Yubin,KOR,754
2022-05-24,21,23,Jia Nan YUAN,FRA,754
2022-05-24,21,24,Petrissa SOLJA,GER,750
2022-05-24,21,25,Xiaona SHAN,GER,750
2022-05-24,21,26,CHEN Szu-Yu,TPE,685
2022-05-24,21,27,Fu YU,POR,679
2022-05-24,21,28,CHEN Xingtong,CHN,660
2022-05-24,21,29,CHENG I-Ching,TPE,660
2022-05-24,21,30,Elizabeta SAMARA,ROU,659
2022-05-24,21,31,Bernadette SZOCS,ROU,645
2022-05-24,21,32,SUH Hyowon,KOR,625
2022-05-24,21,33,Elizabet ABRAAMIAN,RUS,621
2022-05-24,21,34,KUAI Man,CHN,610
2022-05-24,21,35,Margaryta PESOTSKA,UKR,565
2022-05-24,21,36,Xia Lian NI,LUX,549
2022-05-24,21,37,Barbora BALAZOVA,SVK,545
2022-05-24,21,38,Manika BATRA,IND,540
2022-05-24,21,39,Polina MIKHAILOVA,RUS,523
2022-05-24,21,40,Mariam ALHODABY,EGY,520
2022-05-24,21,41,Linda BERGSTROM,SWE,500
2022-05-24,21,42,Lily ZHANG,USA,495
2022-05-24,21,43,Hana GODA,EGY,468
2022-05-24,21,44,Sabine WINTER,GER,467
2022-05-24,21,45,Miu HIRANO,JPN,455
2022-05-24,21,46,ZHANG Rui,CHN,454
2022-05-24,21,47,Dina MESHREF,EGY,445
2022-05-24,21,48,Britt EERLAND,NED,400
2022-05-24,21,49,Mo ZHANG,CAN,399
2022-05-24,21,50,LEE Ho Ching,HKG,365
2022-05-31,22,1,CHEN Meng,CHN,5225
2022-05-31,22,2,SUN Yingsha,CHN,5000
2022-05-31,22,3,WANG Manyu,CHN,3500
2022-05-31,22,4,WANG Yidi,CHN,2920
2022-05-31,22,5,Hina HAYATA,JPN,2535
2022-05-31,22,6,Mima ITO,JPN,2225
2022-05-31,22,7,DOO Hoi Kem,HKG,1399
2022-05-31,22,8,Ying HAN,GER,1375
2022-05-31,22,9,Adriana DIAZ,PUR,1320
2022-05-31,22,10,Kasumi ISHIKAWA,JPN,1240
2022-05-31,22,11,JEON Jihee,KOR,1225
2022-05-31,22,12,Xiaoxin YANG,MON,1205
2022-05-31,22,13,Sofia POLCANOVA,AUT,1040
2022-05-31,22,14,FENG Tianwei,SGP,999
2022-05-31,22,15,Miyuu KIHARA,JPN,995
2022-05-31,22,16,Nina MITTELHAM,GER,824
2022-05-31,22,17,LIU Weishan,CHN,813
2022-05-31,22,18,Hana MATELOVA,CZE,795
2022-05-31,22,19,Bruna TAKAHASHI,BRA,780
2022-05-31,22,20,FAN Siqi,CHN,765
2022-05-31,22,21,Suthasini SAWETTABUT,THA,755
2022-05-31,22,22,SHIN Yubin,KOR,754
2022-05-31,22,23,Jia Nan YUAN,FRA,754
2022-05-31,22,24,Petrissa SOLJA,GER,750
2022-05-31,22,25,Xiaona SHAN,GER,750
2022-05-31,22,26,CHEN Szu-Yu,TPE,685
2022-05-31,22,27,Fu YU,POR,679
2022-05-31,22,28,CHEN Xingtong,CHN,660
2022-05-31,22,29,CHENG I-Ching,TPE,660
2022-05-31,22,30,Elizabeta SAMARA,ROU,659
2022-05-31,22,31,Bernadette SZOCS,ROU,645
2022-05-31,22,32,SUH Hyowon,KOR,625
2022-05-31,22,33,Hana GODA,EGY,618
2022-05-31,22,34,Elizabet ABRAAMIAN,RUS,613
2022-05-31,22,35,KUAI Man,CHN,610
2022-05-31,22,36,Margaryta PESOTSKA,UKR,565
2022-05-31,22,37,Xia Lian NI,LUX,549
2022-05-31,22,38,Barbora BALAZOVA,SVK,545
2022-05-31,22,39,Manika BATRA,IND,540
2022-05-31,22,40,Polina MIKHAILOVA,RUS,523
2022-05-31,22,41,Mariam ALHODABY,EGY,520
2022-05-31,22,42,Linda BERGSTROM,SWE,500
2022-05-31,22,43,Lily ZHANG,USA,495
2022-05-31,22,44,Sabine WINTER,GER,467
2022-05-31,22,45,Miu HIRANO,JPN,455
2022-05-31,22,46,ZHANG Rui,CHN,454
2022-05-31,22,47,Dina MESHREF,EGY,445
2022-05-31,22,48,Britt EERLAND,NED,400
2022-05-31,22,49,Mo ZHANG,CAN,399
2022-05-31,22,50,LEE Ho Ching,HKG,365
2022-06-07,23,1,CHEN Meng,CHN,5225
2022-06-07,23,2,SUN Yingsha,CHN,5000
2022-06-07,23,3,WANG Manyu,CHN,3500
2022-06-07,23,4,WANG Yidi,CHN,2920
2022-06-07,23,5,Hina HAYATA,JPN,2535
2022-06-07,23,6,Mima ITO,JPN,2225
2022-06-07,23,7,DOO Hoi Kem,HKG,1399
2022-06-07,23,8,Ying HAN,GER,1375
2022-06-07,23,9,Adriana DIAZ,PUR,1320
2022-06-07,23,10,Kasumi ISHIKAWA,JPN,1240
2022-06-07,23,11,JEON Jihee,KOR,1225
2022-06-07,23,12,Xiaoxin YANG,MON,1205
2022-06-07,23,13,Sofia POLCANOVA,AUT,1040
2022-06-07,23,14,FENG Tianwei,SGP,999
2022-06-07,23,15,Miyuu KIHARA,JPN,995
2022-06-07,23,16,Nina MITTELHAM,GER,824
2022-06-07,23,17,LIU Weishan,CHN,813
2022-06-07,23,18,Hana MATELOVA,CZE,795
2022-06-07,23,19,Bruna TAKAHASHI,BRA,780
2022-06-07,23,20,FAN Siqi,CHN,765
2022-06-07,23,21,Suthasini SAWETTABUT,THA,755
2022-06-07,23,22,SHIN Yubin,KOR,754
2022-06-07,23,23,Jia Nan YUAN,FRA,754
2022-06-07,23,24,Petrissa SOLJA,GER,750
2022-06-07,23,25,Xiaona SHAN,GER,750
2022-06-07,23,26,CHEN Szu-Yu,TPE,685
2022-06-07,23,27,Fu YU,POR,679
2022-06-07,23,28,CHEN Xingtong,CHN,660
2022-06-07,23,29,CHENG I-Ching,TPE,660
2022-06-07,23,30,Elizabeta SAMARA,ROU,659
2022-06-07,23,31,Bernadette SZOCS,ROU,645
2022-06-07,23,32,SUH Hyowon,KOR,625
2022-06-07,23,33,Hana GODA,EGY,618
2022-06-07,23,34,Elizabet ABRAAMIAN,RUS,613
2022-06-07,23,35,KUAI Man,CHN,610
2022-06-07,23,36,Margaryta PESOTSKA,UKR,565
2022-06-07,23,37,Xia Lian NI,LUX,549
2022-06-07,23,38,Barbora BALAZOVA,SVK,545
2022-06-07,23,39,Manika BATRA,IND,540
2022-06-07,23,40,Polina MIKHAILOVA,RUS,523
2022-06-07,23,41,Mariam ALHODABY,EGY,520
2022-06-07,23,42,Linda BERGSTROM,SWE,500
2022-06-07,23,43,Lily ZHANG,USA,495
2022-06-07,23,44,Sabine WINTER,GER,467
2022-06-07,23,45,Miu HIRANO,JPN,455
2022-06-07,23,46,ZHANG Rui,CHN,454
2022-06-07,23,47,Dina MESHREF,EGY,445
2022-06-07,23,48,Britt EERLAND,NED,400
2022-06-07,23,49,Mo ZHANG,CAN,399
2022-06-07,23,50,LEE Ho Ching,HKG,365
2022-06-14,24,1,CHEN Meng,CHN,5225
2022-06-14,24,2,SUN Yingsha,CHN,5000
2022-06-14,24,3,WANG Manyu,CHN,3500
2022-06-14,24,4,WANG Yidi,CHN,2920
2022-06-14,24,5,Hina HAYATA,JPN,2535
2022-06-14,24,6,Mima ITO,JPN,2225
2022-06-14,24,7,DOO Hoi Kem,HKG,1399
2022-06-14,24,8,Ying HAN,GER,1375
2022-06-14,24,9,Adriana DIAZ,PUR,1320
2022-06-14,24,10,Kasumi ISHIKAWA,JPN,1240
2022-06-14,24,11,JEON Jihee,KOR,1225
2022-06-14,24,12,Xiaoxin YANG,MON,1205
2022-06-14,24,13,Sofia POLCANOVA,AUT,1040
2022-06-14,24,14,FENG Tianwei,SGP,999
2022-06-14,24,15,Miyuu KIHARA,JPN,995
2022-06-14,24,16,Nina MITTELHAM,GER,824
2022-06-14,24,17,LIU Weishan,CHN,813
2022-06-14,24,18,Hana MATELOVA,CZE,795
2022-06-14,24,19,Bruna TAKAHASHI,BRA,780
2022-06-14,24,20,FAN Siqi,CHN,765
2022-06-14,24,21,Suthasini SAWETTABUT,THA,755
2022-06-14,24,22,SHIN Yubin,KOR,754
2022-06-14,24,23,Jia Nan YUAN,FRA,754
2022-06-14,24,24,Petrissa SOLJA,GER,750
2022-06-14,24,25,Xiaona SHAN,GER,750
2022-06-14,24,26,CHEN Szu-Yu,TPE,685
2022-06-14,24,27,Fu YU,POR,679
2022-06-14,24,28,CHEN Xingtong,CHN,660
2022-06-14,24,29,CHENG I-Ching,TPE,660
2022-06-14,24,30,Elizabeta SAMARA,ROU,659
2022-06-14,24,31,Bernadette SZOCS,ROU,645
2022-06-14,24,32,SUH Hyowon,KOR,625
2022-06-14,24,33,Hana GODA,EGY,618
2022-06-14,24,34,Elizabet ABRAAMIAN,RUS,613
2022-06-14,24,35,KUAI Man,CHN,610
2022-06-14,24,36,Margaryta PESOTSKA,UKR,565
2022-06-14,24,37,Xia Lian NI,LUX,549
2022-06-14,24,38,Barbora BALAZOVA,SVK,545
2022-06-14,24,39,Manika BATRA,IND,540
2022-06-14,24,40,Polina MIKHAILOVA,RUS,523
2022-06-14,24,41,Mariam ALHODABY,EGY,520
2022-06-14,24,42,Linda BERGSTROM,SWE,500
2022-06-14,24,43,Lily ZHANG,USA,495
2022-06-14,24,44,Sabine WINTER,GER,467
2022-06-14,24,45,Miu HIRANO,JPN,455
2022-06-14,24,46,ZHANG Rui,CHN,454
