date,week,rank,player_name,association,points
2025/1/21,4,25,JOO Cheonhui,KOR,995
2025/1/21,4,26,CHEN Yi,CHN,974
2025/1/21,4,27,JEON Jihee,KOR,970
2025/1/21,4,28,Sreeja AKULA,IND,955
2025/1/21,4,29,Manika BATRA,IND,911
2025/1/21,4,30,Hana GODA,EGY,903
2025/1/21,4,31,HE Zhuojia,CHN,860
2025/1/21,4,32,Xiaoxin YANG,MON,840
2025/1/21,4,33,Honoka HASHIMOTO,JPN,830
2025/1/21,4,34,Dina MESHREF,EGY,805
2025/1/21,4,35,DOO Hoi Kem,HKG,796
2025/1/21,4,36,HUANG Yi-Hua,TPE,790
2025/1/21,4,37,KIM Nayeong,KOR,775
2025/1/21,4,38,Sakura YOKOI,JPN,758
2025/1/21,4,39,Yangzi LIU,AUS,755
2025/1/21,4,40,FAN Siqi,CHN,750
2025/1/21,4,41,Britt EERLAND,NED,688
2025/1/21,4,42,Sakura MORI,JPN,645
2025/1/21,4,43,LEE Eunhye,KOR,635
2025/1/21,4,44,Minhyung JEE,AUS,616
2025/1/21,4,45,Lily ZHANG,USA,610
2025/1/21,4,46,QIN Yuxuan,CHN,550
2025/1/21,4,47,Elizabeta SAMARA,ROU,545
2025/1/21,4,48,Natalia BAJOR,POL,539
2025/1/21,4,49,CHIEN Tung-Chuan,TPE,530
2025/1/21,4,50,Xiaona SHAN,GER,516
2025/1/28,5,1,SUN Yingsha,CHN,9650
2025/1/28,5,2,WANG Manyu,CHN,8700
2025/1/28,5,3,WANG Yidi,CHN,5005
2025/1/28,5,4,CHEN Xingtong,CHN,3725
2025/1/28,5,5,Hina HAYATA,JPN,3363
2025/1/28,5,6,Miwa HARIMOTO,JPN,3305
2025/1/28,5,7,Satsuki ODO,JPN,2533
2025/1/28,5,8,Mima ITO,JPN,2190
2025/1/28,5,9,SHIN Yubin,KOR,2125
2025/1/28,5,10,QIAN Tianyi,CHN,1945
2025/1/28,5,11,CHENG I-Ching,TPE,1870
2025/1/28,5,12,Miu HIRANO,JPN,1753
2025/1/28,5,13,Bernadette SZOCS,ROU,1640
2025/1/28,5,14,Sofia POLCANOVA,AUT,1610
2025/1/28,5,15,KUAI Man,CHN,1505
2025/1/28,5,16,Adriana DIAZ,PUR,1415
2025/1/28,5,17,Miyuu KIHARA,JPN,1245
2025/1/28,5,18,SHI Xunyao,CHN,1175
2025/1/28,5,19,Jia Nan YUAN,FRA,1175
2025/1/28,5,20,Prithika PAVADE,FRA,1162
2025/1/28,5,21,SUH Hyo Won,KOR,1140
2025/1/28,5,22,Miyu NAGASAKI,JPN,1125
2025/1/28,5,23,Bruna TAKAHASHI,BRA,1017
2025/1/28,5,24,CHEN Yi,CHN,974
2025/1/28,5,25,JOO Cheonhui,KOR,945
2025/1/28,5,26,JEON Jihee,KOR,935
2025/1/28,5,27,Hana GODA,EGY,903
2025/1/28,5,28,Manika BATRA,IND,891
2025/1/28,5,29,Sreeja AKULA,IND,870
2025/1/28,5,30,HE Zhuojia,CHN,860
2025/1/28,5,31,Honoka HASHIMOTO,JPN,830
2025/1/28,5,32,Dina MESHREF,EGY,805
2025/1/28,5,33,HUANG Yi-Hua,TPE,790
2025/1/28,5,34,DOO Hoi Kem,HKG,786
2025/1/28,5,35,Sakura YOKOI,JPN,758
2025/1/28,5,36,Yangzi LIU,AUS,755
2025/1/28,5,37,FAN Siqi,CHN,750
2025/1/28,5,38,KIM Nayeong,KOR,695
2025/1/28,5,39,Britt EERLAND,NED,688
2025/1/28,5,40,Nina MITTELHAM,GER,652
2025/1/28,5,41,Sakura MORI,JPN,645
2025/1/28,5,42,Xiaoxin YANG,MON,645
2025/1/28,5,43,LEE Eunhye,KOR,625
2025/1/28,5,44,Minhyung JEE,AUS,616
2025/1/28,5,45,Lily ZHANG,USA,610
2025/1/28,5,46,QIN Yuxuan,CHN,550
2025/1/28,5,47,Elizabeta SAMARA,ROU,545
2025/1/28,5,48,Natalia BAJOR,POL,539
2025/1/28,5,49,CHIEN Tung-Chuan,TPE,530
2025/1/28,5,50,Xiaona SHAN,GER,516
2025/2/4,6,1,SUN Yingsha,CHN,9650
2025/2/4,6,2,WANG Manyu,CHN,8700
2025/2/4,6,3,WANG Yidi,CHN,5005
2025/2/4,6,4,CHEN Xingtong,CHN,3725
2025/2/4,6,5,Hina HAYATA,JPN,3363
2025/2/4,6,6,Miwa HARIMOTO,JPN,3305
2025/2/4,6,7,Satsuki ODO,JPN,2533
2025/2/4,6,8,Mima ITO,JPN,2190
2025/2/4,6,9,SHIN Yubin,KOR,2125
2025/2/4,6,10,QIAN Tianyi,CHN,1945
2025/2/4,6,11,CHENG I-Ching,TPE,1870
2025/2/4,6,12,Miu HIRANO,JPN,1753
2025/2/4,6,13,Bernadette SZOCS,ROU,1640
2025/2/4,6,14,Sofia POLCANOVA,AUT,1610
2025/2/4,6,15,KUAI Man,CHN,1505
2025/2/4,6,16,Adriana DIAZ,PUR,1415
2025/2/4,6,17,Miyuu KIHARA,JPN,1245
2025/2/4,6,18,SHI Xunyao,CHN,1175
2025/2/4,6,19,Jia Nan YUAN,FRA,1175
2025/2/4,6,20,Prithika PAVADE,FRA,1162
2025/2/4,6,21,SUH Hyo Won,KOR,1140
2025/2/4,6,22,Miyu NAGASAKI,JPN,1125
2025/2/4,6,23,Bruna TAKAHASHI,BRA,1017
2025/2/4,6,24,CHEN Yi,CHN,974
2025/2/4,6,25,JOO Cheonhui,KOR,945
2025/2/4,6,26,JEON Jihee,KOR,935
2025/2/4,6,27,Hana GODA,EGY,903
2025/2/4,6,28,Manika BATRA,IND,891
2025/2/4,6,29,Sreeja AKULA,IND,870
2025/2/4,6,30,HE Zhuojia,CHN,860
2025/2/4,6,31,Honoka HASHIMOTO,JPN,830
2025/2/4,6,32,Dina MESHREF,EGY,805
2025/2/4,6,33,DOO Hoi Kem,HKG,786
2025/2/4,6,34,HUANG Yi-Hua,TPE,760
2025/2/4,6,35,Sakura YOKOI,JPN,758
2025/2/4,6,36,Yangzi LIU,AUS,755
2025/2/4,6,37,FAN Siqi,CHN,750
2025/2/4,6,38,KIM Nayeong,KOR,695
2025/2/4,6,39,Britt EERLAND,NED,688
2025/2/4,6,40,Nina MITTELHAM,GER,652
2025/2/4,6,41,Sakura MORI,JPN,645
2025/2/4,6,42,Xiaoxin YANG,MON,645
2025/2/4,6,43,LEE Eunhye,KOR,625
2025/2/4,6,44,Minhyung JEE,AUS,616
2025/2/4,6,45,QIN Yuxuan,CHN,550
2025/2/4,6,46,Elizabeta SAMARA,ROU,545
2025/2/4,6,47,CHIEN Tung-Chuan,TPE,530
2025/2/4,6,48,Xiaona SHAN,GER,516
2025/2/4,6,49,Jieni SHAO,POR,510
2025/2/4,6,50,WANG Xiaotong,CHN,501
2025/2/11,7,1,SUN Yingsha,CHN,11300
2025/2/11,7,2,WANG Manyu,CHN,8700
2025/2/11,7,3,WANG Yidi,CHN,5425
2025/2/11,7,4,CHEN Xingtong,CHN,4250
2025/2/11,7,5,Hina HAYATA,JPN,3538
2025/2/11,7,6,Miwa HARIMOTO,JPN,3305
2025/2/11,7,7,KUAI Man,CHN,2890
2025/2/11,7,8,Satsuki ODO,JPN,2575
2025/2/11,7,9,Mima ITO,JPN,2450
2025/2/11,7,10,SHIN Yubin,KOR,2170
2025/2/11,7,11,QIAN Tianyi,CHN,2050
2025/2/11,7,12,CHENG I-Ching,TPE,1870
2025/2/11,7,13,Miu HIRANO,JPN,1753
2025/2/11,7,14,Bernadette SZOCS,ROU,1725
2025/2/11,7,15,Sofia POLCANOVA,AUT,1695
2025/2/11,7,16,Adriana DIAZ,PUR,1500
2025/2/11,7,17,Miyuu KIHARA,JPN,1300
2025/2/11,7,18,HE Zhuojia,CHN,1210
2025/2/11,7,19,SHI Xunyao,CHN,1175
2025/2/11,7,20,Jia Nan YUAN,FRA,1175
2025/2/11,7,21,Prithika PAVADE,FRA,1162
2025/2/11,7,22,SUH Hyo Won,KOR,1140
2025/2/11,7,23,Miyu NAGASAKI,JPN,1125
2025/2/11,7,24,CHEN Yi,CHN,1095
2025/2/11,7,25,Bruna TAKAHASHI,BRA,1017
2025/2/11,7,26,JOO Cheonhui,KOR,980
2025/2/11,7,27,Hana GODA,EGY,973
2025/2/11,7,28,Manika BATRA,IND,891
2025/2/11,7,29,Sreeja AKULA,IND,870
2025/2/11,7,30,HUANG Yi-Hua,TPE,835
2025/2/11,7,31,Honoka HASHIMOTO,JPN,830
2025/2/11,7,32,Dina MESHREF,EGY,810
2025/2/11,7,33,DOO Hoi Kem,HKG,786
2025/2/11,7,34,Yangzi LIU,AUS,760
2025/2/11,7,35,Britt EERLAND,NED,758
2025/2/11,7,36,Sakura YOKOI,JPN,758
2025/2/11,7,37,FAN Siqi,CHN,750
2025/2/11,7,38,Nina MITTELHAM,GER,727
2025/2/11,7,39,ZHU Yuling,MAC,707
2025/2/11,7,40,KIM Nayeong,KOR,695
2025/2/11,7,41,LEE Eunhye,KOR,670
2025/2/11,7,42,Lily ZHANG,USA,660
2025/2/11,7,43,Sakura MORI,JPN,645
2025/2/11,7,44,Xiaoxin YANG,MON,645
2025/2/11,7,45,Minhyung JEE,AUS,634
2025/2/11,7,46,Elizabeta SAMARA,ROU,610
2025/2/11,7,47,CHIEN Tung-Chuan,TPE,600
2025/2/11,7,48,Jieni SHAO,POR,580
2025/2/11,7,49,QIN Yuxuan,CHN,550
2025/2/11,7,50,WANG Xiaotong,CHN,524
2025/2/18,8,1,SUN Yingsha,CHN,11300
2025/2/18,8,2,WANG Manyu,CHN,8700
2025/2/18,8,3,WANG Yidi,CHN,5425
2025/2/18,8,4,CHEN Xingtong,CHN,4250
2025/2/18,8,5,Hina HAYATA,JPN,3538
2025/2/18,8,6,Miwa HARIMOTO,JPN,3305
2025/2/18,8,7,KUAI Man,CHN,2890
2025/2/18,8,8,Satsuki ODO,JPN,2575
2025/2/18,8,9,Mima ITO,JPN,2450
2025/2/18,8,10,SHIN Yubin,KOR,2170
2025/2/18,8,11,QIAN Tianyi,CHN,2050
2025/2/18,8,12,CHENG I-Ching,TPE,1870
2025/2/18,8,13,Miu HIRANO,JPN,1753
2025/2/18,8,14,Bernadette SZOCS,ROU,1725
2025/2/18,8,15,Sofia POLCANOVA,AUT,1695
2025/2/18,8,16,Adriana DIAZ,PUR,1500
2025/2/18,8,17,Miyuu KIHARA,JPN,1300
2025/2/18,8,18,HE Zhuojia,CHN,1210
2025/2/18,8,19,CHEN Yi,CHN,1195
2025/2/18,8,20,SHI Xunyao,CHN,1175
2025/2/18,8,21,Jia Nan YUAN,FRA,1175
2025/2/18,8,22,Prithika PAVADE,FRA,1162
2025/2/18,8,23,SUH Hyo Won,KOR,1140
2025/2/18,8,24,Miyu NAGASAKI,JPN,1125
2025/2/18,8,25,Bruna TAKAHASHI,BRA,1017
2025/2/18,8,26,JOO Cheonhui,KOR,980
2025/2/18,8,27,Hana GODA,EGY,973
2025/2/18,8,28,Manika BATRA,IND,891
2025/2/18,8,29,Sreeja AKULA,IND,870
2025/2/18,8,30,HUANG Yi-Hua,TPE,835
2025/2/18,8,31,Honoka HASHIMOTO,JPN,830
2025/2/18,8,32,Dina MESHREF,EGY,810
2025/2/18,8,33,DOO Hoi Kem,HKG,786
2025/2/18,8,34,Yangzi LIU,AUS,760
2025/2/18,8,35,Britt EERLAND,NED,758
2025/2/18,8,36,Sakura YOKOI,JPN,758
2025/2/18,8,37,FAN Siqi,CHN,750
2025/2/18,8,38,Nina MITTELHAM,GER,727
2025/2/18,8,39,ZHU Yuling,MAC,707
2025/2/18,8,40,KIM Nayeong,KOR,695
2025/2/18,8,41,LEE Eunhye,KOR,670
2025/2/18,8,42,Lily ZHANG,USA,660
2025/2/18,8,43,Sakura MORI,JPN,645
2025/2/18,8,44,Xiaoxin YANG,MON,645
2025/2/18,8,45,Minhyung JEE,AUS,634
2025/2/18,8,46,Elizabeta SAMARA,ROU,610
2025/2/18,8,47,CHIEN Tung-Chuan,TPE,600
2025/2/18,8,48,Jieni SHAO,POR,580
2025/2/18,8,49,WANG Xiaotong,CHN,565
2025/2/18,8,50,QIN Yuxuan,CHN,550
2025/2/25,9,1,SUN Yingsha,CHN,11300
2025/2/25,9,2,WANG Manyu,CHN,8850
2025/2/25,9,3,WANG Yidi,CHN,5425
2025/2/25,9,4,CHEN Xingtong,CHN,4250
2025/2/25,9,5,Hina HAYATA,JPN,3470
2025/2/25,9,6,Miwa HARIMOTO,JPN,3305
2025/2/25,9,7,KUAI Man,CHN,3020
2025/2/25,9,8,Satsuki ODO,JPN,2575
2025/2/25,9,9,Mima ITO,JPN,2450
2025/2/25,9,10,SHIN Yubin,KOR,2170
2025/2/25,9,11,QIAN Tianyi,CHN,2050
2025/2/25,9,12,CHENG I-Ching,TPE,1870
2025/2/25,9,13,Bernadette SZOCS,ROU,1725
2025/2/25,9,14,Sofia POLCANOVA,AUT,1695
2025/2/25,9,15,Miu HIRANO,JPN,1615
2025/2/25,9,16,Adriana DIAZ,PUR,1500
2025/2/25,9,17,Miyuu KIHARA,JPN,1300
2025/2/25,9,18,HE Zhuojia,CHN,1210
2025/2/25,9,19,CHEN Yi,CHN,1195
2025/2/25,9,20,SHI Xunyao,CHN,1175
2025/2/25,9,21,Bruna TAKAHASHI,BRA,1160
2025/2/25,9,22,SUH Hyo Won,KOR,1140
2025/2/25,9,23,Miyu NAGASAKI,JPN,1125
2025/2/25,9,24,Prithika PAVADE,FRA,1115
2025/2/25,9,25,Lily ZHANG,USA,990
2025/2/25,9,26,JOO Cheonhui,KOR,980
2025/2/25,9,27,Hana GODA,EGY,970
2025/2/25,9,28,Manika BATRA,IND,890
2025/2/25,9,29,Sreeja AKULA,IND,870
2025/2/25,9,30,Elizabeta SAMARA,ROU,860
2025/2/25,9,31,HUANG Yi-Hua,TPE,835
2025/2/25,9,32,Honoka HASHIMOTO,JPN,830
2025/2/25,9,33,Dina MESHREF,EGY,780
2025/2/25,9,34,Yangzi LIU,AUS,760
2025/2/25,9,35,Britt EERLAND,NED,758
2025/2/25,9,36,Sakura YOKOI,JPN,758
2025/2/25,9,37,FAN Siqi,CHN,750
2025/2/25,9,38,ZHU Yuling,MAC,707
2025/2/25,9,39,KIM Nayeong,KOR,695
2025/2/25,9,40,DOO Hoi Kem,HKG,675
2025/2/25,9,41,LEE Eunhye,KOR,670
2025/2/25,9,42,Xiaona SHAN,GER,665
2025/2/25,9,43,Nina MITTELHAM,GER,660
2025/2/25,9,44,Mo ZHANG,CAN,655
2025/2/25,9,45,Sakura MORI,JPN,645
2025/2/25,9,46,Xiaoxin YANG,MON,645
2025/2/25,9,47,Jia Nan YUAN,FRA,645
2025/2/25,9,48,WANG Xiaotong,CHN,640
2025/2/25,9,49,Minhyung JEE,AUS,634
2025/2/25,9,50,Jieni SHAO,POR,615
2025/3/4,10,1,SUN Yingsha,CHN,11300
2025/3/4,10,2,WANG Manyu,CHN,8850
2025/3/4,10,3,WANG Yidi,CHN,5425
2025/3/4,10,4,CHEN Xingtong,CHN,4250
2025/3/4,10,5,Hina HAYATA,JPN,3470
2025/3/4,10,6,Miwa HARIMOTO,JPN,3305
2025/3/4,10,7,KUAI Man,CHN,3020
2025/3/4,10,8,Satsuki ODO,JPN,2575
2025/3/4,10,9,Mima ITO,JPN,2450
2025/3/4,10,10,SHIN Yubin,KOR,2170
2025/3/4,10,11,QIAN Tianyi,CHN,2050
2025/3/4,10,12,CHENG I-Ching,TPE,1870
2025/3/4,10,13,Bernadette SZOCS,ROU,1725
2025/3/4,10,14,Sofia POLCANOVA,AUT,1695
2025/3/4,10,15,Miu HIRANO,JPN,1615
2025/3/4,10,16,Adriana DIAZ,PUR,1500
2025/3/4,10,17,Miyuu KIHARA,JPN,1300
2025/3/4,10,18,HE Zhuojia,CHN,1210
2025/3/4,10,19,CHEN Yi,CHN,1195
2025/3/4,10,20,SHI Xunyao,CHN,1175
2025/3/4,10,21,Bruna TAKAHASHI,BRA,1160
2025/3/4,10,22,SUH Hyo Won,KOR,1140
2025/3/4,10,23,Miyu NAGASAKI,JPN,1125
2025/3/4,10,24,Prithika PAVADE,FRA,1115
2025/3/4,10,25,Lily ZHANG,USA,990
2025/3/4,10,26,JOO Cheonhui,KOR,980
2025/3/4,10,27,Hana GODA,EGY,970
2025/3/4,10,28,Manika BATRA,IND,890
2025/3/4,10,29,Sreeja AKULA,IND,870
2025/3/4,10,30,Elizabeta SAMARA,ROU,860
2025/3/4,10,31,HUANG Yi-Hua,TPE,835
2025/3/4,10,32,Honoka HASHIMOTO,JPN,830
2025/3/4,10,33,Dina MESHREF,EGY,780
2025/3/4,10,34,Yangzi LIU,AUS,760
2025/3/4,10,35,Britt EERLAND,NED,758
2025/3/4,10,36,Sakura YOKOI,JPN,758
2025/3/4,10,37,FAN Siqi,CHN,750
2025/3/4,10,38,ZHU Yuling,MAC,707
2025/3/4,10,39,KIM Nayeong,KOR,695
2025/3/4,10,40,DOO Hoi Kem,HKG,675
2025/3/4,10,41,LEE Eunhye,KOR,670
2025/3/4,10,42,Xiaona SHAN,GER,665
2025/3/4,10,43,Nina MITTELHAM,GER,660
2025/3/4,10,44,Mo ZHANG,CAN,655
2025/3/4,10,45,Sakura MORI,JPN,645
2025/3/4,10,46,Xiaoxin YANG,MON,645
2025/3/4,10,47,Jia Nan YUAN,FRA,645
2025/3/4,10,48,WANG Xiaotong,CHN,640
2025/3/4,10,49,Minhyung JEE,AUS,634
2025/3/4,10,50,Jieni SHAO,POR,615
2025/3/11,11,1,SUN Yingsha,CHN,11300
2025/3/11,11,2,WANG Manyu,CHN,8850
2025/3/11,11,3,WANG Yidi,CHN,5425
2025/3/11,11,4,CHEN Xingtong,CHN,4250
2025/3/11,11,5,Hina HAYATA,JPN,3470
2025/3/11,11,6,Miwa HARIMOTO,JPN,3305
2025/3/11,11,7,KUAI Man,CHN,3020
2025/3/11,11,8,Satsuki ODO,JPN,2575
2025/3/11,11,9,Mima ITO,JPN,2450
2025/3/11,11,10,SHIN Yubin,KOR,2170
2025/3/11,11,11,QIAN Tianyi,CHN,2050
2025/3/11,11,12,CHENG I-Ching,TPE,1870
2025/3/11,11,13,Bernadette SZOCS,ROU,1725
2025/3/11,11,14,Sofia POLCANOVA,AUT,1695
2025/3/11,11,15,Miu HIRANO,JPN,1615
2025/3/11,11,16,Adriana DIAZ,PUR,1500
