date,week,rank,player_name,association,points
2023-01-03,1,49,Elizabet ABRAAMIAN,RUS,532
2023-01-03,1,50,Mariam ALHODABY,EGY,531
2023-01-10,2,1,SUN Yingsha,CHN,8270
2023-01-10,2,2,CHEN Meng,CHN,6715
2023-01-10,2,3,WANG Manyu,CHN,5250
2023-01-10,2,4,WANG Yidi,CHN,5175
2023-01-10,2,5,Hina HAYATA,JPN,2830
2023-01-10,2,6,Mima ITO,JPN,2765
2023-01-10,2,7,CHEN Xingtong,CHN,2255
2023-01-10,2,8,Kasumi ISHIKAWA,JPN,1890
2023-01-10,2,9,DOO Hoi Kem,HKG,1680
2023-01-10,2,10,Ying HAN,GER,1670
2023-01-10,2,11,Xiaoxin YANG,MON,1545
2023-01-10,2,12,Adriana DIAZ,PUR,1515
2023-01-10,2,13,Sofia POLCANOVA,AUT,1465
2023-01-10,2,14,Nina MITTELHAM,GER,1360
2023-01-10,2,15,Miyuu KIHARA,JPN,1290
2023-01-10,2,16,Jia Nan YUAN,FRA,1225
2023-01-10,2,17,Fu YU,POR,1210
2023-01-10,2,18,JEON Jihee,KOR,1135
2023-01-10,2,19,SHIN Yubin,KOR,1045
2023-01-10,2,20,Miu HIRANO,JPN,1045
2023-01-10,2,21,CHEN Szu-Yu,TPE,1025
2023-01-10,2,22,Lily ZHANG,USA,970
2023-01-10,2,23,Bruna TAKAHASHI,BRA,935
2023-01-10,2,24,Xiaona SHAN,GER,930
2023-01-10,2,25,Bernadette SZOCS,ROU,915
2023-01-10,2,26,Hana MATELOVA,CZE,895
2023-01-10,2,27,FAN Siqi,CHN,890
2023-01-10,2,28,Dina MESHREF,EGY,885
2023-01-10,2,29,CHENG I-Ching,TPE,885
2023-01-10,2,30,ZHANG Rui,CHN,862
2023-01-10,2,31,LIU Weishan,CHN,842
2023-01-10,2,32,Suthasini SAWETTABUT,THA,835
2023-01-10,2,33,Yangzi LIU,AUS,761
2023-01-10,2,34,KUAI Man,CHN,745
2023-01-10,2,35,Manika BATRA,IND,740
2023-01-10,2,36,Miyu NAGASAKI,JPN,695
2023-01-10,2,37,Hana GODA,EGY,685
2023-01-10,2,38,Xia Lian NI,LUX,680
2023-01-10,2,39,FENG Tianwei,SGP,675
2023-01-10,2,40,QIAN Tianyi,CHN,659
2023-01-10,2,41,Miwa HARIMOTO,JPN,633
2023-01-10,2,42,Margaryta PESOTSKA,UKR,590
2023-01-10,2,43,Minhyung JEE,AUS,583
2023-01-10,2,44,SUH Hyowon,KOR,575
2023-01-10,2,45,Elizabeta SAMARA,ROU,575
2023-01-10,2,46,Sabine WINTER,GER,570
2023-01-10,2,47,Mo ZHANG,CAN,569
2023-01-10,2,48,Barbora BALAZOVA,SVK,555
2023-01-10,2,49,Elizabet ABRAAMIAN,RUS,532
2023-01-10,2,50,Mariam ALHODABY,EGY,531
2023-01-17,3,1,SUN Yingsha,CHN,8270
2023-01-17,3,2,CHEN Meng,CHN,6740
2023-01-17,3,3,WANG Manyu,CHN,5275
2023-01-17,3,4,WANG Yidi,CHN,5175
2023-01-17,3,5,Hina HAYATA,JPN,2830
2023-01-17,3,6,Mima ITO,JPN,2765
2023-01-17,3,7,CHEN Xingtong,CHN,2255
2023-01-17,3,8,Kasumi ISHIKAWA,JPN,1890
2023-01-17,3,9,DOO Hoi Kem,HKG,1680
2023-01-17,3,10,Ying HAN,GER,1670
2023-01-17,3,11,Xiaoxin YANG,MON,1545
2023-01-17,3,12,Adriana DIAZ,PUR,1515
2023-01-17,3,13,Sofia POLCANOVA,AUT,1465
2023-01-17,3,14,Nina MITTELHAM,GER,1415
2023-01-17,3,15,Miyuu KIHARA,JPN,1290
2023-01-17,3,16,Jia Nan YUAN,FRA,1225
2023-01-17,3,17,Fu YU,POR,1210
2023-01-17,3,18,FAN Siqi,CHN,1170
2023-01-17,3,19,JEON Jihee,KOR,1135
2023-01-17,3,20,QIAN Tianyi,CHN,1055
2023-01-17,3,21,SHIN Yubin,KOR,1045
2023-01-17,3,22,Miu HIRANO,JPN,1045
2023-01-17,3,23,CHEN Szu-Yu,TPE,1025
2023-01-17,3,24,ZHANG Rui,CHN,1002
2023-01-17,3,25,Lily ZHANG,USA,970
2023-01-17,3,26,Dina MESHREF,EGY,940
2023-01-17,3,27,Bruna TAKAHASHI,BRA,935
2023-01-17,3,28,Xiaona SHAN,GER,930
2023-01-17,3,29,Bernadette SZOCS,ROU,915
2023-01-17,3,30,LIU Weishan,CHN,908
2023-01-17,3,31,Hana MATELOVA,CZE,895
2023-01-17,3,32,CHENG I-Ching,TPE,885
2023-01-17,3,33,Suthasini SAWETTABUT,THA,835
2023-01-17,3,34,KUAI Man,CHN,775
2023-01-17,3,35,Yangzi LIU,AUS,761
2023-01-17,3,36,Manika BATRA,IND,740
2023-01-17,3,37,Miyu NAGASAKI,JPN,695
2023-01-17,3,38,Hana GODA,EGY,685
2023-01-17,3,39,Xia Lian NI,LUX,680
2023-01-17,3,40,FENG Tianwei,SGP,675
2023-01-17,3,41,Miwa HARIMOTO,JPN,633
2023-01-17,3,42,Sabine WINTER,GER,595
2023-01-17,3,43,Margaryta PESOTSKA,UKR,590
2023-01-17,3,44,Minhyung JEE,AUS,583
2023-01-17,3,45,SUH Hyowon,KOR,575
2023-01-17,3,46,Elizabeta SAMARA,ROU,575
2023-01-17,3,47,Mo ZHANG,CAN,569
2023-01-17,3,48,Barbora BALAZOVA,SVK,555
2023-01-17,3,49,Elizabet ABRAAMIAN,RUS,532
2023-01-17,3,50,Mariam ALHODABY,EGY,531
2023-01-24,4,1,SUN Yingsha,CHN,8270
2023-01-24,4,2,CHEN Meng,CHN,6740
2023-01-24,4,3,WANG Manyu,CHN,5275
2023-01-24,4,4,WANG Yidi,CHN,5175
2023-01-24,4,5,Hina HAYATA,JPN,2830
2023-01-24,4,6,Mima ITO,JPN,2765
2023-01-24,4,7,CHEN Xingtong,CHN,2255
2023-01-24,4,8,Kasumi ISHIKAWA,JPN,1890
2023-01-24,4,9,DOO Hoi Kem,HKG,1680
2023-01-24,4,10,Ying HAN,GER,1670
2023-01-24,4,11,FAN Siqi,CHN,1570
2023-01-24,4,12,Xiaoxin YANG,MON,1545
2023-01-24,4,13,Adriana DIAZ,PUR,1515
2023-01-24,4,14,Sofia POLCANOVA,AUT,1465
2023-01-24,4,15,Nina MITTELHAM,GER,1415
2023-01-24,4,16,Miyuu KIHARA,JPN,1290
2023-01-24,4,17,ZHANG Rui,CHN,1282
2023-01-24,4,18,Jia Nan YUAN,FRA,1225
2023-01-24,4,19,Fu YU,POR,1210
2023-01-24,4,20,JEON Jihee,KOR,1135
2023-01-24,4,21,QIAN Tianyi,CHN,1120
2023-01-24,4,22,SHIN Yubin,KOR,1045
2023-01-24,4,23,Miu HIRANO,JPN,1045
2023-01-24,4,24,LIU Weishan,CHN,1044
2023-01-24,4,25,CHEN Szu-Yu,TPE,1025
2023-01-24,4,26,Lily ZHANG,USA,970
2023-01-24,4,27,Dina MESHREF,EGY,940
2023-01-24,4,28,Bruna TAKAHASHI,BRA,935
2023-01-24,4,29,Xiaona SHAN,GER,930
2023-01-24,4,30,CHENG I-Ching,TPE,925
2023-01-24,4,31,Bernadette SZOCS,ROU,915
2023-01-24,4,32,Hana MATELOVA,CZE,895
2023-01-24,4,33,Manika BATRA,IND,845
2023-01-24,4,34,Suthasini SAWETTABUT,THA,835
2023-01-24,4,35,KUAI Man,CHN,785
2023-01-24,4,36,Yangzi LIU,AUS,761
2023-01-24,4,37,Miyu NAGASAKI,JPN,695
2023-01-24,4,38,Hana GODA,EGY,685
2023-01-24,4,39,Xia Lian NI,LUX,680
2023-01-24,4,40,FENG Tianwei,SGP,675
2023-01-24,4,41,Miwa HARIMOTO,JPN,633
2023-01-24,4,42,Sabine WINTER,GER,595
2023-01-24,4,43,Elizabeta SAMARA,ROU,595
2023-01-24,4,44,Margaryta PESOTSKA,UKR,590
2023-01-24,4,45,Minhyung JEE,AUS,583
2023-01-24,4,46,SUH Hyowon,KOR,579
2023-01-24,4,47,Mo ZHANG,CAN,569
2023-01-24,4,48,CHOI Hyojoo,KOR,560
2023-01-24,4,49,Barbora BALAZOVA,SVK,555
2023-01-24,4,50,Mariam ALHODABY,EGY,537
2023-01-31,5,1,SUN Yingsha,CHN,8270
2023-01-31,5,2,CHEN Meng,CHN,6740
2023-01-31,5,3,WANG Manyu,CHN,5275
2023-01-31,5,4,WANG Yidi,CHN,5175
2023-01-31,5,5,Hina HAYATA,JPN,2830
2023-01-31,5,6,Mima ITO,JPN,2765
2023-01-31,5,7,CHEN Xingtong,CHN,2255
2023-01-31,5,8,Kasumi ISHIKAWA,JPN,1890
2023-01-31,5,9,DOO Hoi Kem,HKG,1680
2023-01-31,5,10,Ying HAN,GER,1670
2023-01-31,5,11,FAN Siqi,CHN,1575
2023-01-31,5,12,Xiaoxin YANG,MON,1545
2023-01-31,5,13,Adriana DIAZ,PUR,1515
2023-01-31,5,14,Sofia POLCANOVA,AUT,1465
2023-01-31,5,15,Nina MITTELHAM,GER,1415
2023-01-31,5,16,ZHANG Rui,CHN,1333
2023-01-31,5,17,Miyuu KIHARA,JPN,1290
2023-01-31,5,18,Jia Nan YUAN,FRA,1225
2023-01-31,5,19,Fu YU,POR,1210
2023-01-31,5,20,QIAN Tianyi,CHN,1135
2023-01-31,5,21,JEON Jihee,KOR,1135
2023-01-31,5,22,LIU Weishan,CHN,1095
2023-01-31,5,23,SHIN Yubin,KOR,1045
2023-01-31,5,24,Miu HIRANO,JPN,1045
2023-01-31,5,25,CHEN Szu-Yu,TPE,1025
2023-01-31,5,26,Lily ZHANG,USA,970
2023-01-31,5,27,Dina MESHREF,EGY,940
2023-01-31,5,28,Bruna TAKAHASHI,BRA,935
2023-01-31,5,29,Xiaona SHAN,GER,930
2023-01-31,5,30,CHENG I-Ching,TPE,925
2023-01-31,5,31,Bernadette SZOCS,ROU,915
2023-01-31,5,32,Hana MATELOVA,CZE,895
2023-01-31,5,33,KUAI Man,CHN,855
2023-01-31,5,34,Manika BATRA,IND,845
2023-01-31,5,35,Suthasini SAWETTABUT,THA,835
2023-01-31,5,36,Yangzi LIU,AUS,761
2023-01-31,5,37,Miyu NAGASAKI,JPN,695
2023-01-31,5,38,Hana GODA,EGY,685
2023-01-31,5,39,Xia Lian NI,LUX,680
2023-01-31,5,40,FENG Tianwei,SGP,675
2023-01-31,5,41,Miwa HARIMOTO,JPN,633
2023-01-31,5,42,Sabine WINTER,GER,595
2023-01-31,5,43,Elizabeta SAMARA,ROU,595
2023-01-31,5,44,Margaryta PESOTSKA,UKR,590
2023-01-31,5,45,Minhyung JEE,AUS,583
2023-01-31,5,46,SUH Hyowon,KOR,579
2023-01-31,5,47,Mo ZHANG,CAN,569
2023-01-31,5,48,HE Zhuojia,CHN,568
2023-01-31,5,49,CHOI Hyojoo,KOR,560
2023-01-31,5,50,Barbora BALAZOVA,SVK,555
2023-02-07,6,1,SUN Yingsha,CHN,8270
2023-02-07,6,2,CHEN Meng,CHN,6740
2023-02-07,6,3,WANG Manyu,CHN,5275
2023-02-07,6,4,WANG Yidi,CHN,5175
2023-02-07,6,5,Hina HAYATA,JPN,2830
2023-02-07,6,6,Mima ITO,JPN,2765
2023-02-07,6,7,CHEN Xingtong,CHN,2255
2023-02-07,6,8,Kasumi ISHIKAWA,JPN,1890
2023-02-07,6,9,DOO Hoi Kem,HKG,1680
2023-02-07,6,10,Ying HAN,GER,1670
2023-02-07,6,11,FAN Siqi,CHN,1575
2023-02-07,6,12,Xiaoxin YANG,MON,1545
2023-02-07,6,13,Adriana DIAZ,PUR,1515
2023-02-07,6,14,Sofia POLCANOVA,AUT,1465
2023-02-07,6,15,Nina MITTELHAM,GER,1415
2023-02-07,6,16,ZHANG Rui,CHN,1333
2023-02-07,6,17,Miyuu KIHARA,JPN,1290
2023-02-07,6,18,Jia Nan YUAN,FRA,1225
2023-02-07,6,19,Fu YU,POR,1210
2023-02-07,6,20,QIAN Tianyi,CHN,1135
2023-02-07,6,21,JEON Jihee,KOR,1135
2023-02-07,6,22,LIU Weishan,CHN,1095
2023-02-07,6,23,SHIN Yubin,KOR,1045
2023-02-07,6,24,Miu HIRANO,JPN,1045
2023-02-07,6,25,CHEN Szu-Yu,TPE,1025
2023-02-07,6,26,KUAI Man,CHN,970
2023-02-07,6,27,Lily ZHANG,USA,970
2023-02-07,6,28,Dina MESHREF,EGY,940
2023-02-07,6,29,Bruna TAKAHASHI,BRA,935
2023-02-07,6,30,Xiaona SHAN,GER,930
2023-02-07,6,31,CHENG I-Ching,TPE,925
2023-02-07,6,32,Bernadette SZOCS,ROU,915
2023-02-07,6,33,Hana MATELOVA,CZE,895
2023-02-07,6,34,Manika BATRA,IND,845
2023-02-07,6,35,Suthasini SAWETTABUT,THA,835
2023-02-07,6,36,Yangzi LIU,AUS,761
2023-02-07,6,37,Miyu NAGASAKI,JPN,695
2023-02-07,6,38,Hana GODA,EGY,685
2023-02-07,6,39,Xia Lian NI,LUX,680
2023-02-07,6,40,FENG Tianwei,SGP,675
2023-02-07,6,41,Miwa HARIMOTO,JPN,633
2023-02-07,6,42,Sabine WINTER,GER,595
2023-02-07,6,43,Elizabeta SAMARA,ROU,595
2023-02-07,6,44,Margaryta PESOTSKA,UKR,590
2023-02-07,6,45,Minhyung JEE,AUS,583
2023-02-07,6,46,SUH Hyowon,KOR,579
2023-02-07,6,47,Mo ZHANG,CAN,569
2023-02-07,6,48,HE Zhuojia,CHN,568
2023-02-07,6,49,CHOI Hyojoo,KOR,560
2023-02-07,6,50,Barbora BALAZOVA,SVK,555
2023-02-14,7,1,SUN Yingsha,CHN,8270
2023-02-14,7,2,CHEN Meng,CHN,6740
2023-02-14,7,3,WANG Manyu,CHN,5275
2023-02-14,7,4,WANG Yidi,CHN,5175
2023-02-14,7,5,Mima ITO,JPN,2990
2023-02-14,7,6,Hina HAYATA,JPN,2830
2023-02-14,7,7,CHEN Xingtong,CHN,2255
2023-02-14,7,8,Kasumi ISHIKAWA,JPN,1890
2023-02-14,7,9,DOO Hoi Kem,HKG,1870
2023-02-14,7,10,Ying HAN,GER,1670
2023-02-14,7,11,Xiaoxin YANG,MON,1585
2023-02-14,7,12,FAN Siqi,CHN,1575
2023-02-14,7,13,Sofia POLCANOVA,AUT,1550
2023-02-14,7,14,Adriana DIAZ,PUR,1515
2023-02-14,7,15,Nina MITTELHAM,GER,1415
2023-02-14,7,16,ZHANG Rui,CHN,1333
2023-02-14,7,17,Miyuu KIHARA,JPN,1290
2023-02-14,7,18,Jia Nan YUAN,FRA,1260
2023-02-14,7,19,Fu YU,POR,1210
2023-02-14,7,20,QIAN Tianyi,CHN,1135
2023-02-14,7,21,JEON Jihee,KOR,1135
2023-02-14,7,22,LIU Weishan,CHN,1095
2023-02-14,7,23,SHIN Yubin,KOR,1045
2023-02-14,7,24,Miu HIRANO,JPN,1045
2023-02-14,7,25,CHEN Szu-Yu,TPE,1025
2023-02-14,7,26,KUAI Man,CHN,970
2023-02-14,7,27,Lily ZHANG,USA,970
2023-02-14,7,28,Bruna TAKAHASHI,BRA,960
2023-02-14,7,29,Dina MESHREF,EGY,940
2023-02-14,7,30,Xiaona SHAN,GER,930
2023-02-14,7,31,CHENG I-Ching,TPE,925
2023-02-14,7,32,Bernadette SZOCS,ROU,915
2023-02-14,7,33,Hana MATELOVA,CZE,895
2023-02-14,7,34,Manika BATRA,IND,845
2023-02-14,7,35,Suthasini SAWETTABUT,THA,835
2023-02-14,7,36,Yangzi LIU,AUS,761
2023-02-14,7,37,Xia Lian NI,LUX,720
2023-02-14,7,38,Miyu NAGASAKI,JPN,695
2023-02-14,7,39,Hana GODA,EGY,685
2023-02-14,7,40,FENG Tianwei,SGP,675
2023-02-14,7,41,Miwa HARIMOTO,JPN,633
2023-02-14,7,42,Sabine WINTER,GER,595
2023-02-14,7,43,Elizabeta SAMARA,ROU,595
2023-02-14,7,44,Margaryta PESOTSKA,UKR,590
2023-02-14,7,45,Minhyung JEE,AUS,587
2023-02-14,7,46,SUH Hyowon,KOR,579
2023-02-14,7,47,Mo ZHANG,CAN,569
2023-02-14,7,48,HE Zhuojia,CHN,568
2023-02-14,7,49,CHOI Hyojoo,KOR,560
2023-02-14,7,50,Barbora BALAZOVA,SVK,555
2023-02-21,8,1,SUN Yingsha,CHN,8270
2023-02-21,8,2,CHEN Meng,CHN,6740
2023-02-21,8,3,WANG Manyu,CHN,5275
2023-02-21,8,4,WANG Yidi,CHN,5175
2023-02-21,8,5,Mima ITO,JPN,2990
2023-02-21,8,6,Hina HAYATA,JPN,2830
2023-02-21,8,7,CHEN Xingtong,CHN,2255
2023-02-21,8,8,Kasumi ISHIKAWA,JPN,1890
2023-02-21,8,9,DOO Hoi Kem,HKG,1870
2023-02-21,8,10,Ying HAN,GER,1670
2023-02-21,8,11,Xiaoxin YANG,MON,1585
2023-02-21,8,12,FAN Siqi,CHN,1575
2023-02-21,8,13,Sofia POLCANOVA,AUT,1550
2023-02-21,8,14,Adriana DIAZ,PUR,1515
2023-02-21,8,15,Nina MITTELHAM,GER,1415
2023-02-21,8,16,ZHANG Rui,CHN,1333
2023-02-21,8,17,Miyuu KIHARA,JPN,1290
2023-02-21,8,18,Jia Nan YUAN,FRA,1260
2023-02-21,8,19,Fu YU,POR,1210
2023-02-21,8,20,QIAN Tianyi,CHN,1135
2023-02-21,8,21,JEON Jihee,KOR,1135
2023-02-21,8,22,LIU Weishan,CHN,1095
2023-02-21,8,23,SHIN Yubin,KOR,1045
2023-02-21,8,24,Miu HIRANO,JPN,1045
2023-02-21,8,25,CHEN Szu-Yu,TPE,1025
2023-02-21,8,26,KUAI Man,CHN,970
2023-02-21,8,27,Lily ZHANG,USA,970
2023-02-21,8,28,Bruna TAKAHASHI,BRA,960
2023-02-21,8,29,Dina MESHREF,EGY,940
2023-02-21,8,30,Xiaona SHAN,GER,930
2023-02-21,8,31,CHENG I-Ching,TPE,925
2023-02-21,8,32,Bernadette SZOCS,ROU,915
2023-02-21,8,33,Hana MATELOVA,CZE,895
2023-02-21,8,34,Manika BATRA,IND,845
2023-02-21,8,35,Suthasini SAWETTABUT,THA,835
2023-02-21,8,36,Yangzi LIU,AUS,772
2023-02-21,8,37,Xia Lian NI,LUX,720
2023-02-21,8,38,Miyu NAGASAKI,JPN,695
2023-02-21,8,39,Hana GODA,EGY,685
2023-02-21,8,40,FENG Tianwei,SGP,675
2023-02-21,8,41,Miwa HARIMOTO,JPN,633
2023-02-21,8,42,Sabine WINTER,GER,595
2023-02-21,8,43,Elizabeta SAMARA,ROU,595
2023-02-21,8,44,Margaryta PESOTSKA,UKR,590
2023-02-21,8,45,Minhyung JEE,AUS,587
2023-02-21,8,46,SUH Hyowon,KOR,579
2023-02-21,8,47,Mo ZHANG,CAN,569
2023-02-21,8,48,HE Zhuojia,CHN,568
2023-02-21,8,49,CHOI Hyojoo,KOR,560
2023-02-21,8,50,Barbora BALAZOVA,SVK,555
2023-02-28,9,1,SUN Yingsha,CHN,8270
2023-02-28,9,2,CHEN Meng,CHN,6740
2023-02-28,9,3,WANG Manyu,CHN,5275
2023-02-28,9,4,WANG Yidi,CHN,5175
2023-02-28,9,5,Mima ITO,JPN,2990
2023-02-28,9,6,Hina HAYATA,JPN,2830
2023-02-28,9,7,CHEN Xingtong,CHN,2255
2023-02-28,9,8,Kasumi ISHIKAWA,JPN,1890
2023-02-28,9,9,DOO Hoi Kem,HKG,1870
2023-02-28,9,10,Ying HAN,GER,1670
2023-02-28,9,11,Xiaoxin YANG,MON,1585
2023-02-28,9,12,FAN Siqi,CHN,1575
2023-02-28,9,13,Sofia POLCANOVA,AUT,1550
2023-02-28,9,14,Adriana DIAZ,PUR,1515
2023-02-28,9,15,Nina MITTELHAM,GER,1415
2023-02-28,9,16,ZHANG Rui,CHN,1333
2023-02-28,9,17,Miyuu KIHARA,JPN,1290
2023-02-28,9,18,Jia Nan YUAN,FRA,1260
2023-02-28,9,19,Fu YU,POR,1210
2023-02-28,9,20,QIAN Tianyi,CHN,1135
2023-02-28,9,21,JEON Jihee,KOR,1135
2023-02-28,9,22,LIU Weishan,CHN,1095
2023-02-28,9,23,SHIN Yubin,KOR,1045
2023-02-28,9,24,Miu HIRANO,JPN,1045
2023-02-28,9,25,CHEN Szu-Yu,TPE,1025
2023-02-28,9,26,KUAI Man,CHN,970
2023-02-28,9,27,Lily ZHANG,USA,970
2023-02-28,9,28,Bruna TAKAHASHI,BRA,960
2023-02-28,9,29,Dina MESHREF,EGY,940
2023-02-28,9,30,Xiaona SHAN,GER,930
2023-02-28,9,31,CHENG I-Ching,TPE,925
2023-02-28,9,32,Bernadette SZOCS,ROU,915
2023-02-28,9,33,Hana MATELOVA,CZE,895
2023-02-28,9,34,Manika BATRA,IND,845
2023-02-28,9,35,Suthasini SAWETTABUT,THA,835
2023-02-28,9,36,Yangzi LIU,AUS,772
2023-02-28,9,37,Xia Lian NI,LUX,720
2023-02-28,9,38,Miyu NAGASAKI,JPN,695
2023-02-28,9,39,Hana GODA,EGY,685
2023-02-28,9,40,FENG Tianwei,SGP,675
2023-02-28,9,41,Miwa HARIMOTO,JPN,633
2023-02-28,9,42,Sabine WINTER,GER,595
2023-02-28,9,43,Elizabeta SAMARA,ROU,595
2023-02-28,9,44,Margaryta PESOTSKA,UKR,590
2023-02-28,9,45,Minhyung JEE,AUS,587
2023-02-28,9,46,Jieni SHAO,POR,580
2023-02-28,9,47,SUH Hyowon,KOR,579
2023-02-28,9,48,Mo ZHANG,CAN,569
2023-02-28,9,49,HE Zhuojia,CHN,568
2023-02-28,9,50,CHOI Hyojoo,KOR,560
2023-03-07,10,1,SUN Yingsha,CHN,8270
2023-03-07,10,2,CHEN Meng,CHN,6740
2023-03-07,10,3,WANG Yidi,CHN,5375
2023-03-07,10,4,WANG Manyu,CHN,5275
2023-03-07,10,5,Mima ITO,JPN,2990
2023-03-07,10,6,Hina HAYATA,JPN,2830
2023-03-07,10,7,CHEN Xingtong,CHN,2255
2023-03-07,10,8,Kasumi ISHIKAWA,JPN,1890
2023-03-07,10,9,DOO Hoi Kem,HKG,1870
2023-03-07,10,10,Ying HAN,GER,1760
2023-03-07,10,11,Xiaoxin YANG,MON,1590
2023-03-07,10,12,FAN Siqi,CHN,1575
2023-03-07,10,13,Sofia POLCANOVA,AUT,1550
2023-03-07,10,14,Adriana DIAZ,PUR,1515
2023-03-07,10,15,Nina MITTELHAM,GER,1415
2023-03-07,10,16,ZHANG Rui,CHN,1333
2023-03-07,10,17,Miyuu KIHARA,JPN,1290
2023-03-07,10,18,CHENG I-Ching,TPE,1275
2023-03-07,10,19,Jia Nan YUAN,FRA,1260
2023-03-07,10,20,Fu YU,POR,1245
2023-03-07,10,21,Miu HIRANO,JPN,1220
2023-03-07,10,22,QIAN Tianyi,CHN,1210
2023-03-07,10,23,LIU Weishan,CHN,1145
2023-03-07,10,24,JEON Jihee,KOR,1135
2023-03-07,10,25,SHIN Yubin,KOR,1045
2023-03-07,10,26,CHEN Szu-Yu,TPE,1025
2023-03-07,10,27,KUAI Man,CHN,990
2023-03-07,10,28,Lily ZHANG,USA,970
2023-03-07,10,29,Bruna TAKAHASHI,BRA,960
2023-03-07,10,30,Dina MESHREF,EGY,940
2023-03-07,10,31,Xiaona SHAN,GER,930
2023-03-07,10,32,Bernadette SZOCS,ROU,915
2023-03-07,10,33,Hana MATELOVA,CZE,895
2023-03-07,10,34,Manika BATRA,IND,865
2023-03-07,10,35,Suthasini SAWETTABUT,THA,855
2023-03-07,10,36,Miwa HARIMOTO,JPN,820
2023-03-07,10,37,Yangzi LIU,AUS,789
2023-03-07,10,38,Xia Lian NI,LUX,720
2023-03-07,10,39,Hana GODA,EGY,695
2023-03-07,10,40,Miyu NAGASAKI,JPN,695
2023-03-07,10,41,FENG Tianwei,SGP,675
2023-03-07,10,42,Elizabeta SAMARA,ROU,615
2023-03-07,10,43,CHOI Hyojoo,KOR,605
2023-03-07,10,44,Sabine WINTER,GER,595
2023-03-07,10,45,Minhyung JEE,AUS,592
2023-03-07,10,46,Margaryta PESOTSKA,UKR,590
2023-03-07,10,47,SUH Hyowon,KOR,584
2023-03-07,10,48,Jieni SHAO,POR,580
2023-03-07,10,49,Mo ZHANG,CAN,569
2023-03-07,10,50,HE Zhuojia,CHN,568
2023-03-14,11,1,SUN Yingsha,CHN,8270
2023-03-14,11,2,CHEN Meng,CHN,6740
2023-03-14,11,3,WANG Yidi,CHN,5375
2023-03-14,11,4,WANG Manyu,CHN,5275
2023-03-14,11,5,Mima ITO,JPN,2990
2023-03-14,11,6,Hina HAYATA,JPN,2830
2023-03-14,11,7,CHEN Xingtong,CHN,2255
2023-03-14,11,8,Kasumi ISHIKAWA,JPN,1890
2023-03-14,11,9,DOO Hoi Kem,HKG,1870
2023-03-14,11,10,Ying HAN,GER,1760
2023-03-14,11,11,Xiaoxin YANG,MON,1590
2023-03-14,11,12,FAN Siqi,CHN,1575
2023-03-14,11,13,Sofia POLCANOVA,AUT,1550
2023-03-14,11,14,Adriana DIAZ,PUR,1515
2023-03-14,11,15,Nina MITTELHAM,GER,1415
