date,week,rank,player_name,association,points
2021/1/5,1,39,MITTELHAM Nina,GER,4836
2021/1/5,1,40,GU Yuting,CHN,4788
2021/1/5,1,41,SAWETTABUT Suthasini,THA,4768
2021/1/5,1,42,NI Xia Lian,LUX,4756
2021/1/5,1,43,SHAN Xiaona ^,GER,4736
2021/1/5,1,44,YANG Xiaoxin ^,MON,4716
2021/1/5,1,45,LEE Ho Ching,HKG,4668
2021/1/5,1,46,MIKHAILOVA Polina,RUS,4632
2021/1/5,1,47,TAKAHASHI Bruna,BRA,4544
2021/1/5,1,48,EKHOLM Matilda,SWE,4532
2021/1/5,1,49,KIHARA Miyuu,JPN,4424
2021/1/5,1,50,YU Mengyu,SGP,4396
2021/1/12,2,1,CHEN Meng,CHN,15800
2021/1/12,2,2,SUN Yingsha,CHN,13120
2021/1/12,2,3,ITO Mima,JPN,12664
2021/1/12,2,4,WANG Manyu,CHN,11644
2021/1/12,2,5,DING Ning,CHN,10760
2021/1/12,2,6,ZHU Yuling,CHN,9780
2021/1/12,2,7,LIU Shiwen,CHN,9660
2021/1/12,2,8,CHENG I-Ching,TPE,9368
2021/1/12,2,9,ISHIKAWA Kasumi,JPN,8880
2021/1/12,2,10,WANG Yidi,CHN,8828
2021/1/12,2,11,HIRANO Miu,JPN,8556
2021/1/12,2,12,FENG Tianwei,SGP,8464
2021/1/12,2,13,CHEN Xingtong,CHN,8296
2021/1/12,2,14,DOO Hoi Kem,HKG,7488
2021/1/12,2,15,JEON Jihee,KOR,7312
2021/1/12,2,16,POLCANOVA Sofia,AUT,7168
2021/1/12,2,17,SATO Hitomi,JPN,7136
2021/1/12,2,18,DIAZ Adriana,PUR,7060
2021/1/12,2,19,SOLJA Petrissa,GER,6644
2021/1/12,2,20,HE Zhuojia,CHN,6604
2021/1/12,2,21,SUH Hyowon,KOR,6532
2021/1/12,2,22,HAN Ying,GER,6532
2021/1/12,2,23,KATO Miyu,JPN,6220
2021/1/12,2,24,QIAN Tianyi,CHN,6128
2021/1/12,2,25,CHEN Szu-Yu,TPE,5816
2021/1/12,2,26,SZOCS Bernadette,ROU,5808
2021/1/12,2,27,EERLAND Britt,NED,5668
2021/1/12,2,28,SOO Wai Yam Minnie,HKG,5544
2021/1/12,2,29,HAYATA Hina,JPN,5516
2021/1/12,2,30,ZHANG Lily,USA,5400
2021/1/12,2,31,WU Yue,USA,5184
2021/1/12,2,32,PESOTSKA Margaryta,UKR,5064
2021/1/12,2,33,LI Qian,POL,5056
2021/1/12,2,34,SAMARA Elizabeta,ROU,5036
2021/1/12,2,35,MESHREF Dina,EGY,4980
2021/1/12,2,36,HASHIMOTO Honoka,JPN,4944
2021/1/12,2,37,SHIBATA Saki,JPN,4920
2021/1/12,2,38,ZHANG Mo,CAN,4904
2021/1/12,2,39,MITTELHAM Nina,GER,4836
2021/1/12,2,40,GU Yuting,CHN,4788
2021/1/12,2,41,SAWETTABUT Suthasini,THA,4768
2021/1/12,2,42,NI Xia Lian,LUX,4756
2021/1/12,2,43,SHAN Xiaona ^,GER,4736
2021/1/12,2,44,YANG Xiaoxin ^,MON,4716
2021/1/12,2,45,LEE Ho Ching,HKG,4668
2021/1/12,2,46,MIKHAILOVA Polina,RUS,4632
2021/1/12,2,47,TAKAHASHI Bruna,BRA,4544
2021/1/12,2,48,EKHOLM Matilda,SWE,4532
2021/1/12,2,49,KIHARA Miyuu,JPN,4424
2021/1/12,2,50,YU Mengyu,SGP,4396
2021/1/19,3,1,CHEN Meng,CHN,15800
2021/1/19,3,2,SUN Yingsha,CHN,13120
2021/1/19,3,3,ITO Mima,JPN,12664
2021/1/19,3,4,WANG Manyu,CHN,11644
2021/1/19,3,5,DING Ning,CHN,10760
2021/1/19,3,6,ZHU Yuling,CHN,9780
2021/1/19,3,7,LIU Shiwen,CHN,9660
2021/1/19,3,8,CHENG I-Ching,TPE,9368
2021/1/19,3,9,ISHIKAWA Kasumi,JPN,8880
2021/1/19,3,10,WANG Yidi,CHN,8828
2021/1/19,3,11,HIRANO Miu,JPN,8556
2021/1/19,3,12,FENG Tianwei,SGP,8464
2021/1/19,3,13,CHEN Xingtong,CHN,8296
2021/1/19,3,14,DOO Hoi Kem,HKG,7488
2021/1/19,3,15,JEON Jihee,KOR,7312
2021/1/19,3,16,POLCANOVA Sofia,AUT,7168
2021/1/19,3,17,SATO Hitomi,JPN,7136
2021/1/19,3,18,DIAZ Adriana,PUR,7060
2021/1/19,3,19,SOLJA Petrissa,GER,6644
2021/1/19,3,20,HE Zhuojia,CHN,6604
2021/1/19,3,21,SUH Hyowon,KOR,6532
2021/1/19,3,22,HAN Ying,GER,6532
2021/1/19,3,23,KATO Miyu,JPN,6220
2021/1/19,3,24,QIAN Tianyi,CHN,6128
2021/1/19,3,25,CHEN Szu-Yu,TPE,5816
2021/1/19,3,26,SZOCS Bernadette,ROU,5808
2021/1/19,3,27,EERLAND Britt,NED,5668
2021/1/19,3,28,SOO Wai Yam Minnie,HKG,5544
2021/1/19,3,29,HAYATA Hina,JPN,5516
2021/1/19,3,30,ZHANG Lily,USA,5400
2021/1/19,3,31,WU Yue,USA,5184
2021/1/19,3,32,PESOTSKA Margaryta,UKR,5064
2021/1/19,3,33,LI Qian,POL,5056
2021/1/19,3,34,SAMARA Elizabeta,ROU,5036
2021/1/19,3,35,MESHREF Dina,EGY,4980
2021/1/19,3,36,HASHIMOTO Honoka,JPN,4944
2021/1/19,3,37,SHIBATA Saki,JPN,4920
2021/1/19,3,38,ZHANG Mo,CAN,4904
2021/1/19,3,39,MITTELHAM Nina,GER,4836
2021/1/19,3,40,GU Yuting,CHN,4788
2021/1/19,3,41,SAWETTABUT Suthasini,THA,4768
2021/1/19,3,42,NI Xia Lian,LUX,4756
2021/1/19,3,43,SHAN Xiaona ^,GER,4736
2021/1/19,3,44,YANG Xiaoxin ^,MON,4716
2021/1/19,3,45,LEE Ho Ching,HKG,4668
2021/1/19,3,46,MIKHAILOVA Polina,RUS,4632
2021/1/19,3,47,TAKAHASHI Bruna,BRA,4544
2021/1/19,3,48,EKHOLM Matilda,SWE,4532
2021/1/19,3,49,KIHARA Miyuu,JPN,4424
2021/1/19,3,50,YU Mengyu,SGP,4396
2021/1/26,4,1,CHEN Meng,CHN,15800
2021/1/26,4,2,SUN Yingsha,CHN,13120
2021/1/26,4,3,ITO Mima,JPN,12664
2021/1/26,4,4,WANG Manyu,CHN,11644
2021/1/26,4,5,DING Ning,CHN,10760
2021/1/26,4,6,ZHU Yuling,CHN,9780
2021/1/26,4,7,LIU Shiwen,CHN,9660
2021/1/26,4,8,CHENG I-Ching,TPE,9368
2021/1/26,4,9,ISHIKAWA Kasumi,JPN,8880
2021/1/26,4,10,WANG Yidi,CHN,8828
2021/1/26,4,11,HIRANO Miu,JPN,8556
2021/1/26,4,12,FENG Tianwei,SGP,8464
2021/1/26,4,13,CHEN Xingtong,CHN,8296
2021/1/26,4,14,DOO Hoi Kem,HKG,7488
2021/1/26,4,15,JEON Jihee,KOR,7312
2021/1/26,4,16,POLCANOVA Sofia,AUT,7168
2021/1/26,4,17,SATO Hitomi,JPN,7136
2021/1/26,4,18,DIAZ Adriana,PUR,7060
2021/1/26,4,19,SOLJA Petrissa,GER,6644
2021/1/26,4,20,HE Zhuojia,CHN,6604
2021/1/26,4,21,SUH Hyowon,KOR,6532
2021/1/26,4,22,HAN Ying,GER,6532
2021/1/26,4,23,KATO Miyu,JPN,6220
2021/1/26,4,24,QIAN Tianyi,CHN,6128
2021/1/26,4,25,CHEN Szu-Yu,TPE,5816
2021/1/26,4,26,SZOCS Bernadette,ROU,5808
2021/1/26,4,27,EERLAND Britt,NED,5668
2021/1/26,4,28,SOO Wai Yam Minnie,HKG,5544
2021/1/26,4,29,HAYATA Hina,JPN,5516
2021/1/26,4,30,ZHANG Lily,USA,5400
2021/1/26,4,31,WU Yue,USA,5184
2021/1/26,4,32,PESOTSKA Margaryta,UKR,5064
2021/1/26,4,33,LI Qian,POL,5056
2021/1/26,4,34,SAMARA Elizabeta,ROU,5036
2021/1/26,4,35,MESHREF Dina,EGY,4980
2021/1/26,4,36,HASHIMOTO Honoka,JPN,4944
2021/1/26,4,37,SHIBATA Saki,JPN,4920
2021/1/26,4,38,ZHANG Mo,CAN,4904
2021/1/26,4,39,MITTELHAM Nina,GER,4836
2021/1/26,4,40,GU Yuting,CHN,4788
2021/1/26,4,41,SAWETTABUT Suthasini,THA,4768
2021/1/26,4,42,NI Xia Lian,LUX,4756
2021/1/26,4,43,SHAN Xiaona ^,GER,4736
2021/1/26,4,44,YANG Xiaoxin ^,MON,4716
2021/1/26,4,45,LEE Ho Ching,HKG,4668
2021/1/26,4,46,MIKHAILOVA Polina,RUS,4632
2021/1/26,4,47,TAKAHASHI Bruna,BRA,4544
2021/1/26,4,48,EKHOLM Matilda,SWE,4532
2021/1/26,4,49,KIHARA Miyuu,JPN,4424
2021/1/26,4,50,YU Mengyu,SGP,4396
2021/2/2,5,1,CHEN Meng,CHN,15800
2021/2/2,5,2,SUN Yingsha,CHN,13120
2021/2/2,5,3,ITO Mima,JPN,12664
2021/2/2,5,4,WANG Manyu,CHN,11644
2021/2/2,5,5,DING Ning,CHN,10760
2021/2/2,5,6,ZHU Yuling,CHN,9780
2021/2/2,5,7,LIU Shiwen,CHN,9660
2021/2/2,5,8,CHENG I-Ching,TPE,9368
2021/2/2,5,9,ISHIKAWA Kasumi,JPN,8880
2021/2/2,5,10,WANG Yidi,CHN,8828
2021/2/2,5,11,HIRANO Miu,JPN,8556
2021/2/2,5,12,FENG Tianwei,SGP,8464
2021/2/2,5,13,CHEN Xingtong,CHN,8296
2021/2/2,5,14,DOO Hoi Kem,HKG,7488
2021/2/2,5,15,JEON Jihee,KOR,7312
2021/2/2,5,16,POLCANOVA Sofia,AUT,7168
2021/2/2,5,17,SATO Hitomi,JPN,7136
2021/2/2,5,18,DIAZ Adriana,PUR,7060
2021/2/2,5,19,SOLJA Petrissa,GER,6644
2021/2/2,5,20,HE Zhuojia,CHN,6604
2021/2/2,5,21,SUH Hyowon,KOR,6532
2021/2/2,5,22,HAN Ying,GER,6532
2021/2/2,5,23,KATO Miyu,JPN,6220
2021/2/2,5,24,QIAN Tianyi,CHN,6128
2021/2/2,5,25,CHEN Szu-Yu,TPE,5816
2021/2/2,5,26,SZOCS Bernadette,ROU,5808
2021/2/2,5,27,EERLAND Britt,NED,5668
2021/2/2,5,28,SOO Wai Yam Minnie,HKG,5544
2021/2/2,5,29,HAYATA Hina,JPN,5516
2021/2/2,5,30,ZHANG Lily,USA,5400
2021/2/2,5,31,WU Yue,USA,5184
2021/2/2,5,32,PESOTSKA Margaryta,UKR,5064
2021/2/2,5,33,LI Qian,POL,5056
2021/2/2,5,34,SAMARA Elizabeta,ROU,5036
2021/2/2,5,35,MESHREF Dina,EGY,4980
2021/2/2,5,36,HASHIMOTO Honoka,JPN,4944
2021/2/2,5,37,SHIBATA Saki,JPN,4920
2021/2/2,5,38,ZHANG Mo,CAN,4904
2021/2/2,5,39,MITTELHAM Nina,GER,4836
2021/2/2,5,40,GU Yuting,CHN,4788
2021/2/2,5,41,SAWETTABUT Suthasini,THA,4768
2021/2/2,5,42,NI Xia Lian,LUX,4756
2021/2/2,5,43,SHAN Xiaona ^,GER,4736
2021/2/2,5,44,YANG Xiaoxin ^,MON,4716
2021/2/2,5,45,LEE Ho Ching,HKG,4668
2021/2/2,5,46,MIKHAILOVA Polina,RUS,4632
2021/2/2,5,47,TAKAHASHI Bruna,BRA,4544
2021/2/2,5,48,EKHOLM Matilda,SWE,4532
2021/2/2,5,49,KIHARA Miyuu,JPN,4424
2021/2/2,5,50,YU Mengyu,SGP,4396
2021/2/9,6,1,CHEN Meng,CHN,15800
2021/2/9,6,2,SUN Yingsha,CHN,13120
2021/2/9,6,3,ITO Mima,JPN,12664
2021/2/9,6,4,WANG Manyu,CHN,11644
2021/2/9,6,5,DING Ning,CHN,10760
2021/2/9,6,6,ZHU Yuling,CHN,9780
2021/2/9,6,7,LIU Shiwen,CHN,9660
2021/2/9,6,8,CHENG I-Ching,TPE,9368
2021/2/9,6,9,ISHIKAWA Kasumi,JPN,8880
2021/2/9,6,10,WANG Yidi,CHN,8828
2021/2/9,6,11,HIRANO Miu,JPN,8556
2021/2/9,6,12,FENG Tianwei,SGP,8464
2021/2/9,6,13,CHEN Xingtong,CHN,8296
2021/2/9,6,14,DOO Hoi Kem,HKG,7488
2021/2/9,6,15,JEON Jihee,KOR,7312
2021/2/9,6,16,POLCANOVA Sofia,AUT,7168
2021/2/9,6,17,SATO Hitomi,JPN,7136
2021/2/9,6,18,DIAZ Adriana,PUR,7060
2021/2/9,6,19,SOLJA Petrissa,GER,6644
2021/2/9,6,20,HE Zhuojia,CHN,6604
2021/2/9,6,21,SUH Hyowon,KOR,6532
2021/2/9,6,22,HAN Ying,GER,6532
2021/2/9,6,23,KATO Miyu,JPN,6220
2021/2/9,6,24,QIAN Tianyi,CHN,6128
2021/2/9,6,25,CHEN Szu-Yu,TPE,5816
2021/2/9,6,26,SZOCS Bernadette,ROU,5808
2021/2/9,6,27,EERLAND Britt,NED,5668
2021/2/9,6,28,SOO Wai Yam Minnie,HKG,5544
2021/2/9,6,29,HAYATA Hina,JPN,5516
2021/2/9,6,30,ZHANG Lily,USA,5400
2021/2/9,6,31,WU Yue,USA,5184
2021/2/9,6,32,PESOTSKA Margaryta,UKR,5064
2021/2/9,6,33,LI Qian,POL,5056
2021/2/9,6,34,SAMARA Elizabeta,ROU,5036
2021/2/9,6,35,MESHREF Dina,EGY,4980
2021/2/9,6,36,HASHIMOTO Honoka,JPN,4944
2021/2/9,6,37,SHIBATA Saki,JPN,4920
2021/2/9,6,38,ZHANG Mo,CAN,4904
2021/2/9,6,39,MITTELHAM Nina,GER,4836
2021/2/9,6,40,GU Yuting,CHN,4788
2021/2/9,6,41,SAWETTABUT Suthasini,THA,4768
2021/2/9,6,42,NI Xia Lian,LUX,4756
2021/2/9,6,43,SHAN Xiaona ^,GER,4736
2021/2/9,6,44,YANG Xiaoxin ^,MON,4716
2021/2/9,6,45,LEE Ho Ching,HKG,4668
2021/2/9,6,46,MIKHAILOVA Polina,RUS,4632
2021/2/9,6,47,TAKAHASHI Bruna,BRA,4544
2021/2/9,6,48,EKHOLM Matilda,SWE,4532
2021/2/9,6,49,KIHARA Miyuu,JPN,4424
2021/2/9,6,50,YU Mengyu,SGP,4396
2021/2/16,7,1,CHEN Meng,CHN,13825
2021/2/16,7,2,SUN Yingsha,CHN,11480
2021/2/16,7,3,ITO Mima,JPN,11081
2021/2/16,7,4,WANG Manyu,CHN,10189
2021/2/16,7,5,DING Ning,CHN,9415
2021/2/16,7,6,ZHU Yuling,CHN,8558
2021/2/16,7,7,LIU Shiwen,CHN,8453
2021/2/16,7,8,CHENG I-Ching,TPE,8197
2021/2/16,7,9,ISHIKAWA Kasumi,JPN,7770
2021/2/16,7,10,WANG Yidi,CHN,7725
2021/2/16,7,11,HIRANO Miu,JPN,7487
2021/2/16,7,12,FENG Tianwei,SGP,7406
2021/2/16,7,13,CHEN Xingtong,CHN,7259
2021/2/16,7,14,DOO Hoi Kem,HKG,6552
2021/2/16,7,15,JEON Jihee,KOR,6398
2021/2/16,7,16,POLCANOVA Sofia,AUT,6272
2021/2/16,7,17,SATO Hitomi,JPN,6244
2021/2/16,7,18,DIAZ Adriana,PUR,6178
2021/2/16,7,19,SOLJA Petrissa,GER,5814
2021/2/16,7,20,HE Zhuojia,CHN,5779
2021/2/16,7,21,SUH Hyowon,KOR,5716
2021/2/16,7,22,HAN Ying,GER,5716
2021/2/16,7,23,KATO Miyu,JPN,5443
2021/2/16,7,24,QIAN Tianyi,CHN,5362
2021/2/16,7,25,CHEN Szu-Yu,TPE,5089
2021/2/16,7,26,SZOCS Bernadette,ROU,5082
2021/2/16,7,27,EERLAND Britt,NED,4960
2021/2/16,7,28,SOO Wai Yam Minnie,HKG,4851
2021/2/16,7,29,HAYATA Hina,JPN,4827
2021/2/16,7,30,ZHANG Lily,USA,4725
2021/2/16,7,31,WU Yue,USA,4536
2021/2/16,7,32,PESOTSKA Margaryta,UKR,4431
2021/2/16,7,33,LI Qian,POL,4424
2021/2/16,7,34,SAMARA Elizabeta,ROU,4407
2021/2/16,7,35,MESHREF Dina,EGY,4358
2021/2/16,7,36,HASHIMOTO Honoka,JPN,4326
2021/2/16,7,37,SHIBATA Saki,JPN,4305
2021/2/16,7,38,ZHANG Mo,CAN,4291
2021/2/16,7,39,MITTELHAM Nina,GER,4232
2021/2/16,7,40,GU Yuting,CHN,4190
2021/2/16,7,41,SAWETTABUT Suthasini,THA,4172
2021/2/16,7,42,NI Xia Lian,LUX,4162
2021/2/16,7,43,SHAN Xiaona ^,GER,4144
2021/2/16,7,44,YANG Xiaoxin ^,MON,4127
2021/2/16,7,45,LEE Ho Ching,HKG,4085
2021/2/16,7,46,MIKHAILOVA Polina,RUS,4053
2021/2/16,7,47,TAKAHASHI Bruna,BRA,3976
2021/2/16,7,48,EKHOLM Matilda,SWE,3966
2021/2/16,7,49,KIHARA Miyuu,JPN,3871
2021/2/16,7,50,YU Mengyu,SGP,3847
2021/2/23,8,1,CHEN Meng,CHN,13825
2021/2/23,8,2,SUN Yingsha,CHN,11480
2021/2/23,8,3,ITO Mima,JPN,11081
2021/2/23,8,4,WANG Manyu,CHN,10189
2021/2/23,8,5,DING Ning,CHN,9415
2021/2/23,8,6,ZHU Yuling,CHN,8558
2021/2/23,8,7,LIU Shiwen,CHN,8453
2021/2/23,8,8,CHENG I-Ching,TPE,8197
2021/2/23,8,9,ISHIKAWA Kasumi,JPN,7770
2021/2/23,8,10,WANG Yidi,CHN,7725
2021/2/23,8,11,HIRANO Miu,JPN,7487
2021/2/23,8,12,FENG Tianwei,SGP,7406
2021/2/23,8,13,CHEN Xingtong,CHN,7259
2021/2/23,8,14,DOO Hoi Kem,HKG,6552
2021/2/23,8,15,JEON Jihee,KOR,6398
2021/2/23,8,16,POLCANOVA Sofia,AUT,6272
2021/2/23,8,17,SATO Hitomi,JPN,6244
2021/2/23,8,18,DIAZ Adriana,PUR,6178
2021/2/23,8,19,SOLJA Petrissa,GER,5814
2021/2/23,8,20,HE Zhuojia,CHN,5779
2021/2/23,8,21,SUH Hyowon,KOR,5716
2021/2/23,8,22,HAN Ying,GER,5716
2021/2/23,8,23,KATO Miyu,JPN,5443
2021/2/23,8,24,QIAN Tianyi,CHN,5362
2021/2/23,8,25,CHEN Szu-Yu,TPE,5089
2021/2/23,8,26,SZOCS Bernadette,ROU,5082
2021/2/23,8,27,EERLAND Britt,NED,4960
2021/2/23,8,28,SOO Wai Yam Minnie,HKG,4851
2021/2/23,8,29,HAYATA Hina,JPN,4827
2021/2/23,8,30,ZHANG Lily,USA,4725
2021/2/23,8,31,WU Yue,USA,4536
2021/2/23,8,32,PESOTSKA Margaryta,UKR,4431
2021/2/23,8,33,LI Qian,POL,4424
2021/2/23,8,34,SAMARA Elizabeta,ROU,4407
2021/2/23,8,35,MESHREF Dina,EGY,4358
2021/2/23,8,36,HASHIMOTO Honoka,JPN,4326
2021/2/23,8,37,SHIBATA Saki,JPN,4305
2021/2/23,8,38,ZHANG Mo,CAN,4291
2021/2/23,8,39,MITTELHAM Nina,GER,4232
2021/2/23,8,40,GU Yuting,CHN,4190
2021/2/23,8,41,SAWETTABUT Suthasini,THA,4172
2021/2/23,8,42,NI Xia Lian,LUX,4162
2021/2/23,8,43,SHAN Xiaona ^,GER,4144
2021/2/23,8,44,YANG Xiaoxin ^,MON,4127
2021/2/23,8,45,LEE Ho Ching,HKG,4085
2021/2/23,8,46,MIKHAILOVA Polina,RUS,4053
2021/2/23,8,47,TAKAHASHI Bruna,BRA,3976
2021/2/23,8,48,EKHOLM Matilda,SWE,3966
2021/2/23,8,49,KIHARA Miyuu,JPN,3871
2021/2/23,8,50,YU Mengyu,SGP,3847
2021/3/2,9,1,CHEN Meng,CHN,13825
2021/3/2,9,2,SUN Yingsha,CHN,11480
2021/3/2,9,3,ITO Mima,JPN,11081
2021/3/2,9,4,WANG Manyu,CHN,10189
2021/3/2,9,5,DING Ning,CHN,9415
2021/3/2,9,6,ZHU Yuling,CHN,8558
2021/3/2,9,7,LIU Shiwen,CHN,8453
2021/3/2,9,8,CHENG I-Ching,TPE,8197
2021/3/2,9,9,ISHIKAWA Kasumi,JPN,7770
2021/3/2,9,10,WANG Yidi,CHN,7725
2021/3/2,9,11,HIRANO Miu,JPN,7487
2021/3/2,9,12,FENG Tianwei,SGP,7406
2021/3/2,9,13,CHEN Xingtong,CHN,7259
2021/3/2,9,14,DOO Hoi Kem,HKG,6552
2021/3/2,9,15,JEON Jihee,KOR,6398
2021/3/2,9,16,POLCANOVA Sofia,AUT,6272
2021/3/2,9,17,SATO Hitomi,JPN,6244
2021/3/2,9,18,DIAZ Adriana,PUR,6178
2021/3/2,9,19,SOLJA Petrissa,GER,5814
2021/3/2,9,20,HE Zhuojia,CHN,5779
2021/3/2,9,21,SUH Hyowon,KOR,5716
2021/3/2,9,22,HAN Ying,GER,5716
2021/3/2,9,23,KATO Miyu,JPN,5443
2021/3/2,9,24,QIAN Tianyi,CHN,5362
2021/3/2,9,25,CHEN Szu-Yu,TPE,5089
2021/3/2,9,26,SZOCS Bernadette,ROU,5082
2021/3/2,9,27,EERLAND Britt,NED,4960
2021/3/2,9,28,SOO Wai Yam Minnie,HKG,4851
2021/3/2,9,29,HAYATA Hina,JPN,4827
2021/3/2,9,30,ZHANG Lily,USA,4725
2021/3/2,9,31,WU Yue,USA,4536
2021/3/2,9,32,PESOTSKA Margaryta,UKR,4431
2021/3/2,9,33,LI Qian,POL,4424
2021/3/2,9,34,SAMARA Elizabeta,ROU,4407
2021/3/2,9,35,MESHREF Dina,EGY,4358
2021/3/2,9,36,HASHIMOTO Honoka,JPN,4326
2021/3/2,9,37,SHIBATA Saki,JPN,4305
2021/3/2,9,38,ZHANG Mo,CAN,4291
2021/3/2,9,39,MITTELHAM Nina,GER,4232
2021/3/2,9,40,GU Yuting,CHN,4190
2021/3/2,9,41,SAWETTABUT Suthasini,THA,4172
2021/3/2,9,42,NI Xia Lian,LUX,4162
2021/3/2,9,43,SHAN Xiaona ^,GER,4144
2021/3/2,9,44,YANG Xiaoxin ^,MON,4127
2021/3/2,9,45,LEE Ho Ching,HKG,4085
2021/3/2,9,46,MIKHAILOVA Polina,RUS,4053
2021/3/2,9,47,TAKAHASHI Bruna,BRA,3976
2021/3/2,9,48,EKHOLM Matilda,SWE,3966
2021/3/2,9,49,KIHARA Miyuu,JPN,3871
2021/3/2,9,50,YU Mengyu,SGP,3847
2021/3/9,10,1,CHEN Meng,CHN,13825
2021/3/9,10,2,Mima ITO,JPN,11481
2021/3/9,10,3,SUN Yingsha,CHN,11480
2021/3/9,10,4,WANG Manyu,CHN,10189
2021/3/9,10,5,DING Ning,CHN,9415
2021/3/9,10,6,ZHU Yuling,CHN,8558
2021/3/9,10,7,LIU Shiwen,CHN,8453
2021/3/9,10,8,CHENG I-Ching,TPE,8201
2021/3/9,10,9,Kasumi ISHIKAWA,JPN,7805
2021/3/9,10,10,WANG Yidi,CHN,7725
2021/3/9,10,11,Miu HIRANO,JPN,7522
2021/3/9,10,12,FENG Tianwei,SGP,7410
2021/3/9,10,13,CHEN Xingtong,CHN,7259
2021/3/9,10,14,DOO Hoi Kem,HKG,6552
2021/3/9,10,15,JEON Jihee,KOR,6468
2021/3/9,10,16,Sofia POLCANOVA,AUT,6272
2021/3/9,10,17,Hitomi SATO,JPN,6244
2021/3/9,10,18,Adriana DIAZ,PUR,6182
2021/3/9,10,19,Petrissa SOLJA,GER,5814
2021/3/9,10,20,HE Zhuojia,CHN,5779
2021/3/9,10,21,SUH Hyowon,KOR,5751
2021/3/9,10,22,Ying HAN,GER,5716
2021/3/9,10,23,Miyu KATO,JPN,5443
2021/3/9,10,24,QIAN Tianyi,CHN,5362
2021/3/9,10,25,Bernadette SZOCS,ROU,5117
2021/3/9,10,26,Hina HAYATA,JPN,5107
2021/3/9,10,27,CHEN Szu-Yu,TPE,5093
2021/3/9,10,28,Britt EERLAND,NED,4964
2021/3/9,10,29,SOO Wai Yam Minnie,HKG,4851
2021/3/9,10,30,Lily ZHANG,USA,4729
2021/3/9,10,31,Yue WU,USA,4536
2021/3/9,10,32,Margaryta PESOTSKA,UKR,4466
2021/3/9,10,33,Qian LI,POL,4424
2021/3/9,10,34,Elizabeta SAMARA,ROU,4411
2021/3/9,10,35,Dina MESHREF,EGY,4362
2021/3/9,10,36,Honoka HASHIMOTO,JPN,4326
2021/3/9,10,37,Saki SHIBATA,JPN,4305
2021/3/9,10,38,Mo ZHANG,CAN,4295
2021/3/9,10,39,Nina MITTELHAM,GER,4267
2021/3/9,10,40,Suthasini SAWETTABUT,THA,4242
2021/3/9,10,41,Xiaona SHAN,GER,4214
2021/3/9,10,42,GU Yuting,CHN,4190
2021/3/9,10,43,Xia Lian NI,LUX,4162
2021/3/9,10,44,Xiaoxin YANG,MON,4131
2021/3/9,10,45,LEE Ho Ching,HKG,4085
2021/3/9,10,46,Polina MIKHAILOVA,RUS,4057
2021/3/9,10,47,Miyuu KIHARA,JPN,4011
2021/3/9,10,48,YU Mengyu,SGP,4002
2021/3/9,10,49,Bruna TAKAHASHI,BRA,3980
2021/3/9,10,50,Matilda EKHOLM,SWE,3966
2021/3/16,11,1,CHEN Meng,CHN,13825
2021/3/16,11,2,Mima ITO,JPN,12081
2021/3/16,11,3,SUN Yingsha,CHN,11480
2021/3/16,11,4,WANG Manyu,CHN,10189
2021/3/16,11,5,DING Ning,CHN,9415
